# width height
125 100
# block size
4
# initial color
0 0 0
# row column red green blue
22 78 44 64 101 
22 79 38 57 93 
22 80 25 44 89 
22 81 39 59 95 
22 82 54 81 117 
22 83 103 123 95 
22 84 113 131 113 
22 85 115 127 90 
22 86 129 141 121 
22 87 148 153 118 
22 88 160 167 149 
22 89 138 150 135 
22 90 115 128 111 
22 91 86 106 103 
22 92 64 96 113 
22 93 50 86 117 
22 94 31 62 115 
22 95 34 64 105 
22 96 35 72 118 
22 97 41 79 125 
22 98 44 80 122 
22 99 71 100 113 
22 100 90 118 110 
22 101 91 114 104 
22 102 156 168 109 
22 103 101 122 107 
22 104 149 163 98 
22 105 165 176 95 
22 106 161 170 95 
22 107 164 175 112 
22 108 156 146 35 
22 109 158 139 1 
22 110 138 125 19 
22 111 145 132 22 
22 112 150 140 29 
22 113 146 135 33 
22 114 155 142 44 
22 115 155 143 54 
22 116 154 145 46 
22 117 144 119 8 
22 118 140 123 45 
22 119 130 147 124 
22 120 128 146 105 
22 121 123 149 116 
22 122 82 122 123 
22 123 134 144 117 
22 124 144 127 91 
23 0 126 120 98 
23 1 107 121 128 
23 2 80 104 126 
23 3 98 119 135 
23 4 71 100 123 
23 5 84 98 110 
23 6 96 96 88 
23 7 85 113 143 
23 8 56 80 129 
23 9 44 64 106 
23 10 36 47 59 
23 11 40 57 89 
23 12 38 56 100 
23 13 58 75 95 
23 14 41 63 112 
23 15 41 66 110 
23 16 45 74 125 
23 17 35 61 121 
23 18 48 65 109 
23 19 44 60 99 
23 20 36 62 110 
23 21 34 61 100 
23 22 43 64 98 
23 23 39 45 40 
23 24 39 43 28 
23 25 37 61 99 
23 26 31 72 128 
23 27 36 69 120 
23 28 38 63 112 
23 29 37 65 104 
23 30 33 62 99 
23 31 49 73 113 
23 32 52 77 108 
23 33 41 63 105 
23 34 48 63 111 
23 35 71 94 128 
23 36 60 94 121 
23 37 66 104 130 
23 38 81 110 146 
23 39 68 96 132 
23 40 81 101 111 
23 41 110 126 117 
23 42 84 109 126 
23 43 75 103 130 
23 44 78 97 114 
23 45 89 98 106 
23 46 81 98 112 
23 47 81 102 115 
23 48 117 126 110 
23 49 122 133 115 
23 50 124 136 121 
23 51 73 99 110 
23 52 52 88 117 
23 53 59 94 120 
23 54 67 97 118 
23 55 78 104 119 
23 56 70 96 118 
23 57 74 99 122 
23 58 80 100 119 
23 59 66 93 122 
23 60 75 98 120 
23 61 78 101 119 
23 62 80 101 119 
23 63 93 115 133 
23 64 107 124 144 
23 65 146 155 153 
23 66 110 124 131 
23 67 39 73 115 
23 68 73 100 128 
23 69 79 109 138 
23 70 71 102 134 
23 71 72 97 125 
23 72 84 107 126 
23 73 103 125 147 
23 74 85 100 117 
23 75 80 105 135 
23 76 96 124 153 
23 77 84 112 130 
23 78 41 66 101 
23 79 38 59 104 
23 80 29 46 77 
23 81 40 67 106 
23 82 66 90 113 
23 83 94 113 99 
23 84 124 141 121 
23 85 129 143 121 
23 86 130 143 108 
23 87 166 156 80 
23 88 179 169 102 
23 89 146 152 127 
23 90 106 119 107 
23 91 102 122 117 
23 92 85 116 127 
23 93 61 96 123 
23 94 45 82 121 
23 95 48 79 112 
23 96 37 66 108 
23 97 44 76 125 
23 98 56 91 121 
23 99 65 101 122 
23 100 59 93 110 
23 101 85 114 110 
23 102 139 157 107 
23 103 136 156 110 
23 104 121 145 116 
23 105 158 173 110 
23 106 163 172 95 
23 107 164 173 103 
23 108 160 166 92 
23 109 148 141 42 
23 110 146 129 9 
23 111 146 132 20 
23 112 154 141 30 
23 113 155 142 31 
23 114 153 139 43 
23 115 144 130 45 
23 116 144 126 31 
23 117 144 116 17 
23 118 132 140 91 
23 119 135 150 104 
23 120 129 139 114 
23 121 99 125 114 
23 122 99 131 113 
23 123 127 133 110 
23 124 150 135 101 
24 0 100 108 105 
24 1 78 105 134 
24 2 94 112 127 
24 3 83 108 137 
24 4 88 111 126 
24 5 78 108 133 
24 6 98 109 115 
24 7 87 97 101 
24 8 76 103 138 
24 9 53 75 125 
24 10 50 66 100 
24 11 53 62 74 
24 12 49 67 101 
24 13 40 53 81 
24 14 37 42 59 
24 15 36 56 93 
24 16 41 73 123 
24 17 43 71 113 
24 18 39 60 101 
24 19 40 60 100 
24 20 31 51 104 
24 21 24 44 93 
24 22 43 66 100 
24 23 37 49 55 
24 24 36 44 29 
24 25 40 62 90 
24 26 32 75 129 
24 27 40 79 129 
24 28 62 87 121 
24 29 82 99 114 
24 30 57 82 114 
24 31 68 95 121 
24 32 77 98 120 
24 33 87 106 132 
24 34 88 110 136 
24 35 92 114 141 
24 36 73 99 126 
24 37 79 107 145 
24 38 79 106 138 
24 39 92 111 116 
24 40 107 124 119 
24 41 83 111 128 
24 42 83 109 127 
24 43 81 103 114 
24 44 96 106 102 
24 45 110 117 108 
24 46 100 118 115 
24 47 109 126 118 
24 48 118 133 128 
24 49 122 137 134 
24 50 113 132 128 
24 51 76 107 123 
24 52 60 86 113 
24 53 56 80 115 
24 54 61 90 122 
24 55 61 90 120 
24 56 65 85 108 
24 57 71 86 103 
24 58 82 95 113 
24 59 66 93 123 
24 60 52 72 107 
24 61 69 93 119 
24 62 87 114 130 
24 63 85 104 117 
24 64 46 76 116 
24 65 85 106 135 
24 66 152 153 139 
24 67 93 117 129 
24 68 41 80 118 
24 69 59 85 114 
24 70 49 76 105 
24 71 63 96 126 
24 72 46 75 108 
24 73 79 105 133 
24 74 123 138 148 
24 75 84 105 125 
24 76 78 105 136 
24 77 101 127 147 
24 78 56 82 103 
24 79 32 56 101 
24 80 27 53 92 
24 81 35 64 95 
24 82 59 92 119 
24 83 87 109 98 
24 84 121 133 102 
24 85 119 136 122 
24 86 131 146 129 
24 87 164 157 99 
24 88 172 163 105 
24 89 126 138 125 
24 90 116 130 110 
24 91 112 131 119 
24 92 89 110 112 
24 93 81 113 123 
24 94 44 79 122 
24 95 43 70 109 
24 96 54 83 116 
24 97 45 76 122 
24 98 42 69 102 
24 99 78 112 112 
24 100 65 98 121 
24 101 58 86 106 
24 102 89 118 106 
24 103 113 138 103 
24 104 144 164 119 
24 105 133 152 100 
24 106 151 162 96 
24 107 166 174 86 
24 108 169 172 93 
24 109 159 167 109 
24 110 142 140 70 
24 111 141 129 33 
24 112 142 128 44 
24 113 149 137 45 
24 114 146 140 60 
24 115 140 135 62 
24 116 152 143 59 
24 117 133 143 96 
24 118 132 148 105 
24 119 116 135 117 
24 120 78 104 108 
24 121 126 146 101 
24 122 100 129 112 
24 123 92 106 106 
24 124 150 135 101 
25 0 101 109 105 
25 1 66 100 137 
25 2 88 113 136 
25 3 84 109 138 
25 4 100 120 136 
25 5 86 109 131 
25 6 87 109 129 
25 7 99 101 97 
25 8 90 101 105 
25 9 89 118 143 
25 10 83 106 134 
25 11 86 97 108 
25 12 49 65 91 
25 13 32 56 98 
25 14 29 49 85 
25 15 30 47 77 
25 16 35 59 91 
25 17 40 70 106 
25 18 36 63 104 
25 19 32 66 110 
25 20 33 67 113 
25 21 25 58 105 
25 22 33 63 104 
25 23 39 52 69 
25 24 34 38 24 
25 25 54 67 70 
25 26 78 97 121 
25 27 70 95 135 
25 28 62 88 138 
25 29 64 86 115 
25 30 76 103 131 
25 31 93 120 148 
25 32 109 133 162 
25 33 93 120 149 
25 34 84 111 132 
25 35 74 102 131 
25 36 72 96 127 
25 37 94 112 120 
25 38 113 128 119 
25 39 107 124 120 
25 40 87 116 140 
25 41 93 116 131 
25 42 80 105 129 
25 43 81 108 129 
25 44 87 107 112 
25 45 103 120 112 
25 46 110 131 135 
25 47 115 137 149 
25 48 108 132 140 
25 49 90 118 130 
25 50 72 105 126 
25 51 60 89 111 
25 52 57 86 111 
25 53 57 92 124 
25 54 57 97 128 
25 55 52 85 122 
25 56 51 83 118 
25 57 65 88 114 
25 58 55 76 111 
25 59 55 76 113 
25 60 59 86 122 
25 61 58 76 110 
25 62 82 101 117 
25 63 99 119 129 
25 64 49 77 114 
25 65 81 111 138 
25 66 103 124 151 
25 67 103 126 149 
25 68 78 109 140 
25 69 57 84 118 
25 70 50 72 100 
25 71 36 68 105 
25 72 48 80 114 
25 73 48 74 104 
25 74 108 126 143 
25 75 108 123 131 
25 76 50 79 114 
25 77 96 113 133 
25 78 67 95 114 
25 79 41 72 110 
25 80 31 62 105 
25 81 24 59 97 
25 82 31 62 107 
25 83 81 105 105 
25 84 113 127 78 
25 85 100 121 109 
25 86 107 126 120 
25 87 115 132 106 
25 88 125 142 131 
25 89 105 130 135 
25 90 111 130 121 
25 91 99 126 118 
25 92 81 108 113 
25 93 74 106 117 
25 94 48 80 119 
25 95 48 76 121 
25 96 55 81 104 
25 97 49 82 117 
25 98 19 51 109 
25 99 48 74 101 
25 100 90 123 118 
25 101 43 79 111 
25 102 71 99 105 
25 103 44 84 108 
25 104 110 131 106 
25 105 142 159 112 
25 106 133 145 80 
25 107 149 162 100 
25 108 164 172 91 
25 109 168 172 90 
25 110 160 168 102 
25 111 160 166 93 
25 112 158 161 97 
25 113 160 164 102 
25 114 159 166 101 
25 115 162 172 110 
25 116 134 152 109 
25 117 135 151 108 
25 118 131 149 110 
25 119 117 146 113 
25 120 147 163 94 
25 121 108 128 99 
25 122 56 91 112 
25 123 125 133 113 
25 124 151 135 98 
26 0 128 128 110 
26 1 79 109 141 
26 2 71 99 132 
26 3 74 99 135 
26 4 84 107 137 
26 5 88 113 140 
26 6 71 99 138 
26 7 84 89 89 
26 8 85 84 77 
26 9 88 101 109 
26 10 94 124 148 
26 11 102 114 118 
26 12 94 101 102 
26 13 66 85 110 
26 14 52 69 96 
26 15 53 74 100 
26 16 39 60 89 
26 17 37 60 93 
26 18 36 66 103 
26 19 33 68 116 
26 20 32 67 115 
26 21 30 58 94 
26 22 54 70 93 
26 23 68 80 86 
26 24 30 35 28 
26 25 55 61 43 
26 26 92 110 129 
26 27 64 94 145 
26 28 82 110 144 
26 29 95 117 135 
26 30 96 113 129 
26 31 85 108 139 
26 32 87 114 142 
26 33 93 120 147 
26 34 75 100 133 
26 35 75 98 124 
26 36 111 130 135 
26 37 106 125 125 
26 38 131 144 119 
26 39 102 122 127 
26 40 100 124 147 
26 41 89 115 142 
26 42 80 109 139 
26 43 87 107 113 
26 44 88 107 112 
26 45 101 126 141 
26 46 113 138 154 
26 47 90 115 127 
26 48 59 84 105 
26 49 47 73 95 
26 50 39 64 84 
26 51 41 64 82 
26 52 37 72 104 
26 53 48 78 115 
26 54 64 93 118 
26 55 59 93 121 
26 56 64 92 121 
26 57 60 100 134 
26 58 70 104 131 
26 59 60 90 125 
26 60 51 78 120 
26 61 77 102 128 
26 62 62 87 122 
26 63 83 98 117 
26 64 78 95 115 
26 65 39 65 107 
26 66 103 123 133 
26 67 92 114 133 
26 68 100 126 148 
26 69 78 102 133 
26 70 63 90 126 
26 71 57 84 108 
26 72 43 75 113 
26 73 43 71 100 
26 74 43 63 92 
26 75 101 116 127 
26 76 89 110 126 
26 77 87 104 125 
26 78 61 88 115 
26 79 34 76 118 
26 80 42 73 109 
26 81 31 66 104 
26 82 31 66 104 
26 83 48 80 104 
26 84 94 116 98 
26 85 94 116 100 
26 86 98 114 95 
26 87 98 117 109 
26 88 100 124 119 
26 89 118 141 139 
26 90 117 135 127 
26 91 87 116 120 
26 92 77 110 120 
26 93 74 102 113 
26 94 59 86 123 
26 95 57 92 136 
26 96 54 87 129 
26 97 39 72 116 
26 98 42 74 118 
26 99 41 73 115 
26 100 83 111 110 
26 101 72 101 100 
26 102 66 93 102 
26 103 79 112 115 
26 104 57 94 113 
26 105 118 133 104 
26 106 150 157 98 
26 107 140 146 91 
26 108 138 153 116 
26 109 153 161 90 
26 110 161 164 79 
26 111 165 169 96 
26 112 169 176 107 
26 113 170 175 109 
26 114 177 180 110 
26 115 161 168 105 
26 116 137 152 102 
26 117 136 149 108 
26 118 117 136 106 
26 119 130 152 108 
26 120 103 130 112 
26 121 58 92 114 
26 122 81 116 112 
26 123 120 129 108 
26 124 144 129 96 
27 0 155 144 112 
27 1 106 126 139 
27 2 64 98 134 
27 3 73 97 129 
27 4 73 94 128 
27 5 98 117 130 
27 6 98 125 146 
27 7 79 102 128 
27 8 109 115 113 
27 9 96 101 101 
27 10 82 96 102 
27 11 77 106 122 
27 12 101 117 123 
27 13 97 116 129 
27 14 96 116 138 
27 15 88 107 126 
27 16 75 93 112 
27 17 61 87 122 
27 18 55 84 126 
27 19 42 70 113 
27 20 62 87 122 
27 21 77 94 113 
27 22 69 92 121 
27 23 81 105 123 
27 24 49 53 45 
27 25 29 33 17 
27 26 79 90 77 
27 27 91 113 139 
27 28 93 112 126 
27 29 73 96 124 
27 30 80 106 133 
27 31 77 102 129 
27 32 84 111 139 
27 33 88 114 141 
27 34 84 108 137 
27 35 112 133 155 
27 36 111 131 139 
27 37 106 126 128 
27 38 114 132 125 
27 39 92 112 126 
27 40 68 97 135 
27 41 79 109 144 
27 42 79 110 132 
27 43 83 111 129 
27 44 107 131 149 
27 45 115 138 150 
27 46 64 92 109 
27 47 39 57 81 
27 48 39 60 83 
27 49 45 60 69 
27 50 41 60 77 
27 51 36 73 108 
27 52 52 85 117 
27 53 63 89 120 
27 54 47 72 114 
27 55 46 74 110 
27 56 64 82 105 
27 57 64 81 104 
27 58 71 101 124 
27 59 81 109 126 
27 60 71 102 133 
27 61 50 84 125 
27 62 81 105 125 
27 63 47 66 98 
27 64 68 86 111 
27 65 62 78 108 
27 66 67 88 112 
27 67 123 139 137 
27 68 95 120 138 
27 69 106 124 135 
27 70 77 100 130 
27 71 79 102 121 
27 72 78 104 133 
27 73 71 95 116 
27 74 29 59 99 
27 75 39 68 106 
27 76 78 96 112 
27 77 116 127 132 
27 78 54 87 120 
27 79 32 72 110 
27 80 51 78 110 
27 81 27 60 101 
27 82 30 76 112 
27 83 44 83 108 
27 84 89 112 122 
27 85 90 110 123 
27 86 92 114 116 
27 87 107 131 124 
27 88 93 119 120 
27 89 108 134 138 
27 90 92 122 132 
27 91 71 101 123 
27 92 82 109 119 
27 93 74 100 119 
27 94 57 87 125 
27 95 68 99 140 
27 96 65 98 142 
27 97 38 72 127 
27 98 28 56 111 
27 99 52 74 106 
27 100 53 84 102 
27 101 76 102 107 
27 102 73 101 111 
27 103 65 95 103 
27 104 76 107 108 
27 105 124 145 120 
27 106 119 133 98 
27 107 131 147 110 
27 108 152 160 100 
27 109 136 145 90 
27 110 123 138 107 
27 111 152 160 102 
27 112 163 168 102 
27 113 148 157 97 
27 114 141 151 100 
27 115 134 147 102 
27 116 124 142 108 
27 117 128 150 128 
27 118 120 138 113 
27 119 99 125 110 
27 120 73 97 105 
27 121 92 124 121 
27 122 58 93 113 
27 123 88 98 100 
27 124 151 137 102 
28 0 167 156 120 
28 1 107 123 135 
28 2 66 103 123 
28 3 90 121 131 
28 4 86 110 138 
28 5 55 82 121 
28 6 80 105 130 
28 7 123 144 151 
28 8 123 143 146 
28 9 97 114 125 
28 10 94 92 84 
28 11 84 87 85 
28 12 84 110 139 
28 13 109 131 153 
28 14 108 135 166 
28 15 94 123 155 
28 16 94 110 114 
28 17 89 108 115 
28 18 84 111 129 
28 19 100 121 129 
28 20 97 125 150 
28 21 84 114 146 
28 22 60 97 133 
28 23 75 105 121 
28 24 57 60 48 
28 25 29 37 25 
28 26 56 56 33 
28 27 99 113 113 
28 28 99 123 138 
28 29 118 140 152 
28 30 119 143 164 
28 31 88 112 136 
28 32 77 102 131 
28 33 88 98 110 
28 34 108 124 131 
28 35 122 138 139 
28 36 115 134 131 
28 37 100 121 132 
28 38 81 106 130 
28 39 67 98 137 
28 40 72 101 134 
28 41 69 102 128 
28 42 85 117 143 
28 43 118 141 162 
28 44 94 124 135 
28 45 54 82 100 
28 46 30 48 64 
28 47 40 67 89 
28 48 42 57 67 
28 49 39 60 91 
28 50 43 73 113 
28 51 62 91 115 
28 52 74 98 116 
28 53 54 82 115 
28 54 90 108 110 
28 55 98 113 110 
28 56 54 79 117 
28 57 44 63 106 
28 58 57 78 116 
28 59 64 96 126 
28 60 84 117 138 
28 61 51 93 128 
28 62 50 90 127 
28 63 78 101 122 
28 64 31 63 106 
28 65 64 94 126 
28 66 64 85 106 
28 67 76 100 117 
28 68 75 103 129 
28 69 99 120 124 
28 70 93 112 120 
28 71 65 91 113 
28 72 95 117 141 
28 73 86 105 126 
28 74 42 74 109 
28 75 17 52 99 
28 76 41 65 98 
28 77 81 101 119 
28 78 64 95 121 
28 79 22 60 109 
28 80 41 67 108 
28 81 29 62 102 
28 82 19 72 116 
28 83 42 81 113 
28 84 61 90 114 
28 85 76 102 124 
28 86 72 102 129 
28 87 78 110 135 
28 88 84 111 123 
28 89 66 94 118 
28 90 67 99 126 
28 91 67 97 125 
28 92 67 93 122 
28 93 69 92 120 
28 94 61 88 119 
28 95 76 98 125 
28 96 67 96 130 
28 97 33 65 117 
28 98 30 59 105 
28 99 33 58 103 
28 100 56 84 99 
28 101 60 92 113 
28 102 41 76 120 
28 103 43 76 104 
28 104 72 96 96 
28 105 114 137 130 
28 106 142 158 117 
28 107 132 148 104 
28 108 134 160 137 
28 109 163 174 120 
28 110 148 161 121 
28 111 150 163 120 
28 112 148 159 116 
28 113 123 145 124 
28 114 117 145 127 
28 115 109 133 116 
28 116 118 138 117 
28 117 93 120 125 
28 118 102 127 115 
28 119 90 113 116 
28 120 77 104 114 
28 121 55 86 109 
28 122 60 84 108 
28 123 140 135 107 
28 124 151 137 101 
29 0 147 145 123 
29 1 83 111 141 
29 2 65 104 130 
29 3 72 111 110 
29 4 73 104 127 
29 5 58 89 115 
29 6 52 76 107 
29 7 86 111 141 
29 8 120 139 147 
29 9 114 133 134 
29 10 95 118 135 
29 11 97 113 123 
29 12 101 119 133 
29 13 83 102 123 
29 14 81 97 111 
29 15 91 100 89 
29 16 102 116 107 
29 17 95 113 121 
29 18 93 113 121 
29 19 99 118 118 
29 20 88 115 126 
29 21 81 108 129 
29 22 75 106 139 
29 23 81 109 130 
29 24 61 62 46 
29 25 29 46 31 
29 26 21 37 24 
29 27 72 86 83 
29 28 105 129 147 
29 29 96 125 146 
29 30 71 104 134 
29 31 85 103 123 
29 32 97 114 131 
29 33 99 117 117 
29 34 100 126 133 
29 35 102 124 133 
29 36 110 126 131 
29 37 72 98 125 
29 38 68 97 137 
29 39 81 107 136 
29 40 84 111 121 
29 41 103 127 133 
29 42 109 131 136 
29 43 77 106 119 
29 44 38 74 103 
29 45 29 49 76 
29 46 40 65 83 
29 47 37 56 69 
29 48 41 53 74 
29 49 68 95 123 
29 50 76 105 125 
29 51 72 104 132 
29 52 70 103 136 
29 53 78 102 120 
29 54 112 128 120 
29 55 125 135 124 
29 56 102 117 126 
29 57 94 113 127 
29 58 84 110 142 
29 59 62 83 119 
29 60 55 87 123 
29 61 67 104 133 
29 62 68 103 133 
29 63 68 101 134 
29 64 77 97 117 
29 65 56 89 125 
29 66 73 98 118 
29 67 49 72 92 
29 68 71 101 128 
29 69 70 97 116 
29 70 85 111 123 
29 71 38 71 107 
29 72 90 105 118 
29 73 90 114 136 
29 74 62 90 120 
29 75 56 77 105 
29 76 34 59 94 
29 77 43 73 105 
29 78 37 64 100 
29 79 29 67 113 
29 80 47 74 112 
29 81 30 61 100 
29 82 28 77 119 
29 83 38 76 108 
29 84 43 80 121 
29 85 51 88 125 
29 86 64 95 133 
29 87 70 101 139 
29 88 73 101 132 
29 89 56 78 117 
29 90 65 89 115 
29 91 62 91 123 
29 92 74 104 139 
29 93 76 108 138 
29 94 67 101 135 
29 95 60 91 122 
29 96 63 92 116 
29 97 52 84 115 
29 98 25 59 113 
29 99 35 66 105 
29 100 49 80 110 
29 101 83 110 98 
29 102 57 91 115 
29 103 37 72 116 
29 104 90 116 117 
29 105 128 139 109 
29 106 116 131 108 
29 107 105 126 104 
29 108 96 115 104 
29 109 98 130 139 
29 110 141 161 141 
29 111 130 147 117 
29 112 138 150 115 
29 113 125 137 109 
29 114 123 136 106 
29 115 119 139 116 
29 116 110 139 122 
29 117 99 133 122 
29 118 95 124 116 
29 119 83 108 117 
29 120 74 101 119 
29 121 65 97 120 
29 122 69 100 120 
29 123 100 109 105 
29 124 151 136 102 
30 0 154 147 121 
30 1 94 120 149 
30 2 85 113 135 
30 3 90 125 136 
30 4 79 111 131 
30 5 64 95 130 
30 6 62 85 107 
30 7 50 79 113 
30 8 60 91 124 
30 9 114 126 127 
30 10 112 130 142 
30 11 97 127 160 
30 12 91 114 130 
30 13 90 106 119 
30 14 89 98 104 
30 15 75 94 112 
30 16 74 99 114 
30 17 91 109 115 
30 18 78 99 112 
30 19 57 82 98 
30 20 65 96 115 
30 21 85 112 134 
30 22 80 111 149 
30 23 90 112 132 
30 24 53 51 37 
30 25 23 47 31 
30 26 13 38 27 
30 27 53 63 48 
30 28 103 120 118 
30 29 68 96 113 
30 30 82 100 118 
30 31 99 121 142 
30 32 92 119 135 
30 33 92 119 123 
30 34 88 107 112 
30 35 119 132 131 
30 36 84 110 142 
30 37 58 88 129 
30 38 89 110 127 
30 39 115 128 116 
30 40 100 130 120 
30 41 104 125 109 
30 42 88 114 111 
30 43 57 93 118 
30 44 51 78 99 
30 45 44 64 77 
30 46 37 57 72 
30 47 40 52 61 
30 48 68 93 115 
30 49 61 100 137 
30 50 79 110 136 
30 51 90 114 127 
30 52 75 102 124 
30 53 83 106 118 
30 54 78 104 120 
30 55 97 116 121 
30 56 72 105 121 
30 57 90 113 126 
30 58 76 106 137 
30 59 62 91 125 
30 60 43 74 114 
30 61 55 95 130 
30 62 83 114 140 
30 63 59 101 141 
30 64 76 103 125 
30 65 71 96 120 
30 66 72 105 133 
30 67 45 77 101 
30 68 74 102 124 
30 69 75 100 122 
30 70 86 117 133 
30 71 53 84 112 
30 72 70 90 110 
30 73 107 127 137 
30 74 58 86 118 
30 75 75 94 117 
30 76 33 54 87 
30 77 42 72 104 
30 78 32 59 94 
30 79 32 61 95 
30 80 47 80 121 
30 81 31 66 108 
30 82 38 73 108 
30 83 39 80 116 
30 84 43 75 111 
30 85 48 82 120 
30 86 54 83 121 
30 87 61 88 127 
30 88 57 89 131 
30 89 54 84 127 
30 90 65 94 124 
30 91 74 105 141 
30 92 74 103 142 
30 93 70 99 131 
30 94 64 100 128 
30 95 63 97 126 
30 96 53 88 130 
30 97 51 77 113 
30 98 54 85 117 
30 99 42 75 108 
30 100 43 75 104 
30 101 45 75 99 
30 102 95 121 108 
30 103 68 101 110 
30 104 56 87 114 
30 105 76 105 117 
30 106 80 103 101 
30 107 91 111 101 
30 108 80 104 106 
30 109 68 103 107 
30 110 77 116 130 
30 111 100 132 132 
30 112 121 136 109 
30 113 78 102 105 
30 114 70 93 104 
30 115 88 113 116 
30 116 87 116 128 
30 117 68 103 129 
30 118 55 91 123 
30 119 65 96 114 
30 120 71 100 107 
30 121 73 103 113 
30 122 61 86 103 
30 123 103 108 99 
30 124 153 139 104 
31 0 167 157 124 
31 1 108 128 146 
31 2 81 109 141 
31 3 85 117 118 
31 4 87 121 113 
31 5 87 109 112 
31 6 73 98 119 
31 7 52 82 111 
31 8 31 63 104 
31 9 58 85 117 
31 10 94 115 135 
31 11 90 114 139 
31 12 86 115 144 
31 13 89 118 147 
31 14 95 114 132 
31 15 78 102 130 
31 16 66 101 145 
31 17 64 95 138 
31 18 68 94 128 
31 19 63 91 119 
31 20 85 113 144 
31 21 101 127 154 
31 22 104 121 133 
31 23 105 113 111 
31 24 42 39 26 
31 25 22 46 32 
31 26 14 35 25 
31 27 40 48 35 
31 28 98 112 111 
31 29 80 104 133 
31 30 80 101 119 
31 31 93 116 124 
31 32 97 121 129 
31 33 81 104 114 
31 34 99 119 138 
31 35 84 113 150 
31 36 66 97 131 
31 37 68 103 129 
31 38 82 105 105 
31 39 120 139 109 
31 40 123 135 104 
31 41 125 141 116 
31 42 117 136 111 
31 43 101 130 121 
31 44 52 75 103 
31 45 52 69 86 
31 46 33 54 76 
31 47 56 83 106 
31 48 65 104 131 
31 49 86 107 122 
31 50 96 108 108 
31 51 76 104 120 
31 52 71 94 114 
31 53 89 108 119 
31 54 74 98 115 
31 55 99 110 116 
31 56 106 123 125 
31 57 70 100 118 
31 58 81 112 134 
31 59 71 96 121 
31 60 66 98 128 
31 61 49 89 130 
31 62 74 104 132 
31 63 58 97 134 
31 64 82 116 143 
31 65 70 96 122 
31 66 69 98 126 
31 67 49 82 111 
31 68 71 96 119 
31 69 75 103 124 
31 70 93 126 144 
31 71 83 105 125 
31 72 96 116 125 
31 73 125 141 143 
31 74 61 88 115 
31 75 77 104 137 
31 76 55 74 103 
31 77 43 73 109 
31 78 52 78 113 
31 79 20 38 67 
31 80 46 76 108 
31 81 43 79 120 
31 82 47 75 113 
31 83 44 80 118 
31 84 37 63 97 
31 85 55 81 117 
31 86 54 83 125 
31 87 52 80 121 
31 88 47 78 128 
31 89 52 84 121 
31 90 62 96 133 
31 91 55 85 121 
31 92 58 85 113 
31 93 63 96 124 
31 94 63 95 117 
31 95 67 90 104 
31 96 59 91 113 
31 97 58 93 131 
31 98 58 89 122 
31 99 64 91 115 
31 100 41 77 108 
31 101 55 83 116 
31 102 55 84 119 
31 103 77 107 117 
31 104 66 98 117 
31 105 60 95 118 
31 106 42 82 111 
31 107 55 91 113 
31 108 58 94 122 
31 109 61 97 127 
31 110 62 100 129 
31 111 71 108 125 
31 112 95 123 127 
31 113 92 120 124 
31 114 91 122 127 
31 115 78 111 128 
31 116 68 96 111 
31 117 63 90 113 
31 118 66 99 127 
31 119 71 104 128 
31 120 59 93 117 
31 121 55 87 107 
31 122 48 81 100 
31 123 85 103 103 
31 124 146 132 98 
32 0 161 155 127 
32 1 103 128 146 
32 2 94 125 160 
32 3 84 113 146 
32 4 64 101 114 
32 5 82 111 112 
32 6 107 127 122 
32 7 89 114 124 
32 8 58 83 100 
32 9 37 65 99 
32 10 52 82 117 
32 11 75 107 140 
32 12 82 110 142 
32 13 74 98 121 
32 14 95 111 122 
32 15 90 112 126 
32 16 99 121 130 
32 17 92 118 133 
32 18 80 106 116 
32 19 82 98 100 
32 20 89 116 137 
32 21 89 121 154 
32 22 80 95 96 
32 23 51 55 41 
32 24 39 38 25 
32 25 17 42 30 
32 26 17 34 24 
32 27 24 34 26 
32 28 77 102 119 
32 29 90 122 153 
32 30 92 120 142 
32 31 98 117 122 
32 32 82 102 109 
32 33 79 100 119 
32 34 91 114 138 
32 35 76 101 119 
32 36 94 122 144 
32 37 82 100 105 
32 38 86 117 114 
32 39 115 141 115 
32 40 169 160 110 
32 41 168 157 108 
32 42 129 143 124 
32 43 116 136 111 
32 44 67 94 107 
32 45 31 54 87 
32 46 34 62 83 
32 47 62 96 119 
32 48 66 97 122 
32 49 111 117 116 
32 50 61 83 101 
32 51 83 109 130 
32 52 102 122 131 
32 53 81 109 119 
32 54 78 105 125 
32 55 89 109 125 
32 56 117 134 145 
32 57 133 146 143 
32 58 65 99 120 
32 59 99 121 135 
32 60 70 100 127 
32 61 69 102 137 
32 62 69 101 134 
32 63 70 100 125 
32 64 110 134 155 
32 65 75 106 137 
32 66 69 103 132 
32 67 66 91 119 
32 68 54 81 115 
32 69 100 122 137 
32 70 95 125 148 
32 71 86 115 148 
32 72 104 125 135 
32 73 86 112 133 
32 74 116 136 144 
32 75 106 129 148 
32 76 81 102 128 
32 77 52 81 118 
32 78 50 75 108 
32 79 21 31 49 
32 80 38 67 101 
32 81 49 85 123 
32 82 52 78 116 
32 83 45 75 114 
32 84 44 73 111 
32 85 57 84 118 
32 86 59 87 115 
32 87 57 84 117 
32 88 49 77 113 
32 89 50 77 125 
32 90 56 84 124 
32 91 56 87 119 
32 92 67 93 119 
32 93 70 103 131 
32 94 67 99 125 
32 95 57 84 106 
32 96 29 58 84 
