quad,year,species,cover
Q12,29,Hesperostipa comata,0
Q12,29,Pseudoroegneria spicata,0
Q12,30,Artemisia tripartita,0.001451195
Q12,30,Poa secunda,4.68E-05
Q12,30,Pseudoroegneria spicata,0.033699436
Q12,30,Hesperostipa comata,0
Q12,31,Artemisia tripartita,0.002673049
Q12,31,Poa secunda,0.000221737
Q12,31,Pseudoroegneria spicata,0.051965149
Q12,31,Hesperostipa comata,0
Q12,32,Pseudoroegneria spicata,0.042803447
Q12,32,Poa secunda,0
Q12,32,Artemisia tripartita,0
Q12,32,Hesperostipa comata,0
Q12,33,Artemisia tripartita,0.004571446
Q12,33,Pseudoroegneria spicata,0.045100785
Q12,33,Poa secunda,0
Q12,33,Hesperostipa comata,0
Q12,34,Artemisia tripartita,0.001774106
Q12,34,Poa secunda,2.50E-05
Q12,34,Pseudoroegneria spicata,0.030753964
Q12,34,Hesperostipa comata,0
Q12,35,Artemisia tripartita,0.009042037
Q12,35,Hesperostipa comata,2.50E-05
Q12,35,Poa secunda,0.000591056
Q12,35,Pseudoroegneria spicata,0.028873722
Q12,36,Artemisia tripartita,0.007375337
Q12,36,Poa secunda,0.00041867
Q12,36,Pseudoroegneria spicata,0.023023593
Q12,36,Hesperostipa comata,0
Q12,37,Artemisia tripartita,0.004387383
Q12,37,Poa secunda,0.00092697
Q12,37,Pseudoroegneria spicata,0.026662863
Q12,37,Hesperostipa comata,0
Q12,38,Artemisia tripartita,0.007068795
Q12,38,Poa secunda,0.000372314
Q12,38,Pseudoroegneria spicata,0.033395651
Q12,38,Hesperostipa comata,0
Q12,39,Artemisia tripartita,0.000170113
Q12,39,Poa secunda,0.000646361
Q12,39,Pseudoroegneria spicata,0.032486818
Q12,39,Hesperostipa comata,0
Q12,40,Artemisia tripartita,0.008803584
Q12,40,Poa secunda,0.000893966
Q12,40,Pseudoroegneria spicata,0.031413918
Q12,40,Hesperostipa comata,0
Q12,41,Artemisia tripartita,0.005646772
Q12,41,Poa secunda,0.002854803
Q12,41,Pseudoroegneria spicata,0.025463794
Q12,41,Hesperostipa comata,0
Q12,42,Poa secunda,0
Q12,42,Artemisia tripartita,0
Q12,42,Hesperostipa comata,0
Q12,42,Pseudoroegneria spicata,0
Q12,45,Artemisia tripartita,0.007523629
Q12,45,Poa secunda,0.017580161
Q12,45,Pseudoroegneria spicata,0.026412631
Q12,45,Hesperostipa comata,0
Q12,46,Artemisia tripartita,0.010174641
Q12,46,Poa secunda,0.012504267
Q12,46,Pseudoroegneria spicata,0.039074007
Q12,46,Hesperostipa comata,0
Q12,47,Artemisia tripartita,0.006664727
Q12,47,Hesperostipa comata,0.000116181
Q12,47,Poa secunda,0.0130251
Q12,47,Pseudoroegneria spicata,0.031997898
Q12,49,Artemisia tripartita,0.032226257
Q12,49,Hesperostipa comata,5.00E-05
Q12,49,Poa secunda,0.000873965
Q12,49,Pseudoroegneria spicata,0.034513631
Q12,50,Artemisia tripartita,0.033322013
Q12,50,Poa secunda,0.001292349
Q12,50,Pseudoroegneria spicata,0.030595654
Q12,50,Hesperostipa comata,0
Q12,51,Artemisia tripartita,0.028550802
Q12,51,Poa secunda,0.002971171
Q12,51,Pseudoroegneria spicata,0.03805278
Q12,51,Hesperostipa comata,0
Q12,52,Artemisia tripartita,0.044424063
Q12,52,Hesperostipa comata,0.000193785
Q12,52,Poa secunda,0.004794037
Q12,52,Pseudoroegneria spicata,0.05204748
Q12,54,Artemisia tripartita,0.033819886
Q12,54,Poa secunda,0.003015339
Q12,54,Pseudoroegneria spicata,0.033718068
Q12,54,Hesperostipa comata,0
Q12,55,Artemisia tripartita,0.043178225
Q12,55,Poa secunda,0.002576131
Q12,55,Pseudoroegneria spicata,0.036600294
Q12,55,Hesperostipa comata,0
Q12,56,Poa secunda,0.000278609
Q12,56,Pseudoroegneria spicata,0.035662351
Q12,56,Artemisia tripartita,0
Q12,56,Hesperostipa comata,0
Q12,57,Artemisia tripartita,0.019583014
Q12,57,Poa secunda,0.000863834
Q12,57,Pseudoroegneria spicata,0.02868334
Q12,57,Hesperostipa comata,0
Q13,30,Artemisia tripartita,0.001223498
Q13,30,Hesperostipa comata,0.001209491
Q13,30,Poa secunda,0.00094047
Q13,30,Pseudoroegneria spicata,0.074295203
Q13,31,Artemisia tripartita,0.002862601
Q13,31,Hesperostipa comata,0.000908313
Q13,31,Poa secunda,0.001067673
Q13,31,Pseudoroegneria spicata,0.074485934
Q13,32,Artemisia tripartita,0.004739093
Q13,32,Hesperostipa comata,0.000637171
Q13,32,Poa secunda,0.001333462
Q13,32,Pseudoroegneria spicata,0.077954387
Q13,33,Artemisia tripartita,0.007911683
Q13,33,Poa secunda,0.001747024
Q13,33,Pseudoroegneria spicata,0.071395321
Q13,34,Artemisia tripartita,0.004278107
Q13,34,Hesperostipa comata,0.00072617
Q13,34,Poa secunda,0.001836506
Q13,34,Pseudoroegneria spicata,0.048441438
Q13,35,Artemisia tripartita,0.00392749
Q13,35,Hesperostipa comata,0.000464888
Q13,35,Poa secunda,0.000692426
Q13,35,Pseudoroegneria spicata,0.044033096
Q13,36,Artemisia tripartita,0.000958545
Q13,36,Hesperostipa comata,0.000525
Q13,36,Poa secunda,0.000372182
Q13,36,Pseudoroegneria spicata,0.035031055
Q13,37,Hesperostipa comata,0.000103986
Q13,37,Poa secunda,0.000454776
Q13,37,Pseudoroegneria spicata,0.031994707
Q13,38,Hesperostipa comata,0.000299973
Q13,38,Poa secunda,0.000678682
Q13,38,Pseudoroegneria spicata,0.043161103
Q13,39,Hesperostipa comata,0.000229861
Q13,39,Poa secunda,0.001337986
Q13,39,Pseudoroegneria spicata,0.048927053
Q13,40,Hesperostipa comata,0.000147273
Q13,40,Poa secunda,0.001451022
Q13,40,Pseudoroegneria spicata,0.041186006
Q13,41,Hesperostipa comata,0.000237006
Q13,41,Poa secunda,0.002596653
Q13,41,Pseudoroegneria spicata,0.036331893
Q13,42,Hesperostipa comata,0.00055951
Q13,42,Poa secunda,0.006919752
Q13,42,Pseudoroegneria spicata,0.036979893
Q13,45,Hesperostipa comata,0.000300312
Q13,45,Poa secunda,0.009272551
Q13,45,Pseudoroegneria spicata,0.039203198
Q13,46,Hesperostipa comata,0.001285569
Q13,46,Poa secunda,0.012376808
Q13,46,Pseudoroegneria spicata,0.043061134
Q13,47,Hesperostipa comata,0.00201951
Q13,47,Poa secunda,0.017718331
Q13,47,Pseudoroegneria spicata,0.042096669
Q13,49,Artemisia tripartita,0.003460187
Q13,49,Hesperostipa comata,0.002791253
Q13,49,Poa secunda,0.004638276
Q13,49,Pseudoroegneria spicata,0.023356539
Q13,50,Hesperostipa comata,0.002886189
Q13,50,Poa secunda,0.0017361
Q13,50,Pseudoroegneria spicata,0.027461887
Q13,52,Hesperostipa comata,0.007195446
Q13,52,Poa secunda,0.001902268
Q13,52,Pseudoroegneria spicata,0.031211077
Q13,56,Artemisia tripartita,0.04453182
Q13,56,Hesperostipa comata,0.010681448
Q13,56,Poa secunda,0.00013967
Q13,56,Pseudoroegneria spicata,0.005523383
Q13,57,Artemisia tripartita,0.087626131
Q13,57,Hesperostipa comata,0.008882773
Q13,57,Poa secunda,0.001081759
Q13,57,Pseudoroegneria spicata,0.00727786
Q13,23,Poa secunda,0
Q13,23,Artemisia tripartita,0
Q13,23,Hesperostipa comata,0
Q13,23,Pseudoroegneria spicata,0
Q13,26,Poa secunda,0
Q13,26,Artemisia tripartita,0
Q13,26,Hesperostipa comata,0
Q13,26,Pseudoroegneria spicata,0
Q13,27,Poa secunda,0
Q13,27,Artemisia tripartita,0
Q13,27,Hesperostipa comata,0
Q13,27,Pseudoroegneria spicata,0
Q13,29,Poa secunda,0
Q13,29,Artemisia tripartita,0
Q13,29,Hesperostipa comata,0
Q13,29,Pseudoroegneria spicata,0
Q13,30,Artemisia tripartita,0.001223498
Q13,30,Hesperostipa comata,0.001209491
Q13,30,Poa secunda,0.00094047
Q13,30,Pseudoroegneria spicata,0.074295203
Q13,31,Artemisia tripartita,0.002862601
Q13,31,Hesperostipa comata,0.000908313
Q13,31,Poa secunda,0.001067673
Q13,31,Pseudoroegneria spicata,0.074485934
Q13,32,Artemisia tripartita,0.004739093
Q13,32,Hesperostipa comata,0.000637171
Q13,32,Poa secunda,0.001333462
Q13,32,Pseudoroegneria spicata,0.077954387
Q13,33,Artemisia tripartita,0.007911683
Q13,33,Poa secunda,0.001747024
Q13,33,Pseudoroegneria spicata,0.071395321
Q13,33,Hesperostipa comata,0
Q13,34,Artemisia tripartita,0.004278107
Q13,34,Hesperostipa comata,0.00072617
Q13,34,Poa secunda,0.001836506
Q13,34,Pseudoroegneria spicata,0.048441438
Q13,35,Artemisia tripartita,0.00392749
Q13,35,Hesperostipa comata,0.000464888
Q13,35,Poa secunda,0.000692426
Q13,35,Pseudoroegneria spicata,0.044033096
Q13,36,Artemisia tripartita,0.000958545
Q13,36,Hesperostipa comata,0.000525
Q13,36,Poa secunda,0.000372182
Q13,36,Pseudoroegneria spicata,0.035031055
Q13,37,Hesperostipa comata,0.000103986
Q13,37,Poa secunda,0.000454776
Q13,37,Pseudoroegneria spicata,0.031994707
Q13,37,Artemisia tripartita,0
Q13,38,Hesperostipa comata,0.000299973
Q13,38,Poa secunda,0.000678682
Q13,38,Pseudoroegneria spicata,0.043161103
Q13,38,Artemisia tripartita,0
Q13,39,Hesperostipa comata,0.000229861
Q13,39,Poa secunda,0.001337986
Q13,39,Pseudoroegneria spicata,0.048927053
Q13,39,Artemisia tripartita,0
Q13,40,Hesperostipa comata,0.000147273
Q13,40,Poa secunda,0.001451022
Q13,40,Pseudoroegneria spicata,0.041186006
Q13,40,Artemisia tripartita,0
Q13,41,Hesperostipa comata,0.000237006
Q13,41,Poa secunda,0.002596653
Q13,41,Pseudoroegneria spicata,0.036331893
Q13,41,Artemisia tripartita,0
Q13,42,Hesperostipa comata,0.00055951
Q13,42,Poa secunda,0.006919752
Q13,42,Pseudoroegneria spicata,0.036979893
Q13,42,Artemisia tripartita,0
Q13,45,Hesperostipa comata,0.000300312
Q13,45,Poa secunda,0.009272551
Q13,45,Pseudoroegneria spicata,0.039203198
Q13,45,Artemisia tripartita,0
Q13,46,Hesperostipa comata,0.001285569
Q13,46,Poa secunda,0.012376808
Q13,46,Pseudoroegneria spicata,0.043061134
Q13,46,Artemisia tripartita,0
Q13,47,Hesperostipa comata,0.00201951
Q13,47,Poa secunda,0.017718331
Q13,47,Pseudoroegneria spicata,0.042096669
Q13,47,Artemisia tripartita,0
Q13,49,Artemisia tripartita,0.003460187
Q13,49,Hesperostipa comata,0.002791253
Q13,49,Poa secunda,0.004638276
Q13,49,Pseudoroegneria spicata,0.023356539
Q13,50,Hesperostipa comata,0.002886189
Q13,50,Poa secunda,0.0017361
Q13,50,Pseudoroegneria spicata,0.027461887
Q13,50,Artemisia tripartita,0
Q13,51,Poa secunda,0
Q13,51,Artemisia tripartita,0
Q13,51,Hesperostipa comata,0
Q13,51,Pseudoroegneria spicata,0
Q13,52,Hesperostipa comata,0.007195446
Q13,52,Poa secunda,0.001902268
Q13,52,Pseudoroegneria spicata,0.031211077
Q13,52,Artemisia tripartita,0
Q13,54,Poa secunda,0
Q13,54,Artemisia tripartita,0
Q13,54,Hesperostipa comata,0
Q13,54,Pseudoroegneria spicata,0
Q13,55,Poa secunda,0
Q13,55,Artemisia tripartita,0
Q13,55,Hesperostipa comata,0
Q13,55,Pseudoroegneria spicata,0
Q13,56,Artemisia tripartita,0.04453182
Q13,56,Hesperostipa comata,0.010681448
Q13,56,Poa secunda,0.00013967
Q13,56,Pseudoroegneria spicata,0.005523383
Q13,57,Artemisia tripartita,0.087626131
Q13,57,Hesperostipa comata,0.008882773
Q13,57,Poa secunda,0.001081759
Q13,57,Pseudoroegneria spicata,0.00727786
Q14,30,Artemisia tripartita,0.01328414
Q14,30,Poa secunda,0.000777411
Q14,30,Pseudoroegneria spicata,0.035600836
Q14,31,Artemisia tripartita,0.016683605
Q14,31,Poa secunda,0.000344734
Q14,31,Pseudoroegneria spicata,0.040742592
Q14,32,Artemisia tripartita,0.021778148
Q14,32,Poa secunda,0.000820695
Q14,32,Pseudoroegneria spicata,0.034529929
Q14,33,Artemisia tripartita,0.049717441
Q14,33,Poa secunda,0.003479997
Q14,33,Pseudoroegneria spicata,0.053127778
Q14,34,Artemisia tripartita,0.020313546
Q14,34,Poa secunda,0.00142422
Q14,34,Pseudoroegneria spicata,0.022368809
Q14,35,Artemisia tripartita,0.044920471
Q14,35,Poa secunda,0.002761546
Q14,35,Pseudoroegneria spicata,0.024441928
Q14,36,Artemisia tripartita,0.036177632
Q14,36,Poa secunda,0.002435132
Q14,36,Pseudoroegneria spicata,0.026105878
Q14,37,Artemisia tripartita,0.040265425
Q14,37,Hesperostipa comata,0.000300824
Q14,37,Poa secunda,0.002335264
Q14,37,Pseudoroegneria spicata,0.028624082
Q14,38,Artemisia tripartita,0.029445516
Q14,38,Poa secunda,0.002943818
Q14,38,Pseudoroegneria spicata,0.035752143
Q14,39,Artemisia tripartita,0.048190436
Q14,39,Poa secunda,0.004739312
Q14,39,Pseudoroegneria spicata,0.042159351
Q14,40,Artemisia tripartita,0.03828827
Q14,40,Poa secunda,0.001876595
Q14,40,Pseudoroegneria spicata,0.025804414
Q14,41,Artemisia tripartita,0.024348697
Q14,41,Poa secunda,0.002745979
Q14,41,Pseudoroegneria spicata,0.018844614
Q14,42,Artemisia tripartita,0.019317302
Q14,42,Poa secunda,0.004992448
Q14,42,Pseudoroegneria spicata,0.018143964
Q14,45,Artemisia tripartita,0.045316211
Q14,45,Poa secunda,0.011569063
Q14,45,Pseudoroegneria spicata,0.025344969
Q14,46,Artemisia tripartita,0.043033653
Q14,46,Poa secunda,0.017942835
Q14,46,Pseudoroegneria spicata,0.030281302
Q14,47,Artemisia tripartita,0.024995498
Q14,47,Hesperostipa comata,0.00032568
Q14,47,Poa secunda,0.014292319
Q14,47,Pseudoroegneria spicata,0.026286191
Q14,49,Artemisia tripartita,0.016162061
Q14,49,Poa secunda,0.003909613
Q14,49,Pseudoroegneria spicata,0.01345687
Q14,50,Artemisia tripartita,0.014398558
Q14,50,Poa secunda,0.004271846
Q14,50,Pseudoroegneria spicata,0.020293448
Q14,52,Artemisia tripartita,0.027349961
Q14,52,Poa secunda,0.00564976
Q14,52,Pseudoroegneria spicata,0.040525632
Q14,56,Artemisia tripartita,0.009800873
Q14,56,Poa secunda,0.000647171
Q14,56,Pseudoroegneria spicata,0.043747338
Q14,57,Artemisia tripartita,0.00950573
Q14,57,Poa secunda,0.003409727
Q14,57,Pseudoroegneria spicata,0.019540962
Q14,23,Poa secunda,0
Q14,23,Artemisia tripartita,0
Q14,23,Hesperostipa comata,0
Q14,23,Pseudoroegneria spicata,0
Q14,26,Poa secunda,0
Q14,26,Artemisia tripartita,0
Q14,26,Hesperostipa comata,0
Q14,26,Pseudoroegneria spicata,0
Q14,27,Poa secunda,0
Q14,27,Artemisia tripartita,0
Q14,27,Hesperostipa comata,0
Q14,27,Pseudoroegneria spicata,0
Q14,29,Poa secunda,0
Q14,29,Artemisia tripartita,0
Q14,29,Hesperostipa comata,0
Q14,29,Pseudoroegneria spicata,0
Q14,30,Artemisia tripartita,0.01328414
Q14,30,Poa secunda,0.000777411
Q14,30,Pseudoroegneria spicata,0.035600836
Q14,30,Hesperostipa comata,0
Q14,31,Artemisia tripartita,0.016683605
Q14,31,Poa secunda,0.000344734
Q14,31,Pseudoroegneria spicata,0.040742592
Q14,31,Hesperostipa comata,0
Q14,32,Artemisia tripartita,0.021778148
Q14,32,Poa secunda,0.000820695
Q14,32,Pseudoroegneria spicata,0.034529929
Q14,32,Hesperostipa comata,0
Q14,33,Artemisia tripartita,0.049717441
Q14,33,Poa secunda,0.003479997
Q14,33,Pseudoroegneria spicata,0.053127778
Q14,33,Hesperostipa comata,0
Q14,34,Artemisia tripartita,0.020313546
Q14,34,Poa secunda,0.00142422
Q14,34,Pseudoroegneria spicata,0.022368809
Q14,34,Hesperostipa comata,0
Q14,35,Artemisia tripartita,0.044920471
Q14,35,Poa secunda,0.002761546
Q14,35,Pseudoroegneria spicata,0.024441928
Q14,35,Hesperostipa comata,0
Q14,36,Artemisia tripartita,0.036177632
Q14,36,Poa secunda,0.002435132
Q14,36,Pseudoroegneria spicata,0.026105878
Q14,36,Hesperostipa comata,0
Q14,37,Artemisia tripartita,0.040265425
Q14,37,Hesperostipa comata,0.000300824
Q14,37,Poa secunda,0.002335264
Q14,37,Pseudoroegneria spicata,0.028624082
Q14,38,Artemisia tripartita,0.029445516
Q14,38,Poa secunda,0.002943818
Q14,38,Pseudoroegneria spicata,0.035752143
Q14,38,Hesperostipa comata,0
Q14,39,Artemisia tripartita,0.048190436
Q14,39,Poa secunda,0.004739312
Q14,39,Pseudoroegneria spicata,0.042159351
Q14,39,Hesperostipa comata,0
Q14,40,Artemisia tripartita,0.03828827
Q14,40,Poa secunda,0.001876595
Q14,40,Pseudoroegneria spicata,0.025804414
Q14,40,Hesperostipa comata,0
Q14,41,Artemisia tripartita,0.024348697
Q14,41,Poa secunda,0.002745979
Q14,41,Pseudoroegneria spicata,0.018844614
Q14,41,Hesperostipa comata,0
Q14,42,Artemisia tripartita,0.019317302
Q14,42,Poa secunda,0.004992448
Q14,42,Pseudoroegneria spicata,0.018143964
Q14,42,Hesperostipa comata,0
Q14,45,Artemisia tripartita,0.045316211
Q14,45,Poa secunda,0.011569063
Q14,45,Pseudoroegneria spicata,0.025344969
Q14,45,Hesperostipa comata,0
Q14,46,Artemisia tripartita,0.043033653
Q14,46,Poa secunda,0.017942835
Q14,46,Pseudoroegneria spicata,0.030281302
Q14,46,Hesperostipa comata,0
Q14,47,Artemisia tripartita,0.024995498
Q14,47,Hesperostipa comata,0.00032568
Q14,47,Poa secunda,0.014292319
Q14,47,Pseudoroegneria spicata,0.026286191
Q14,49,Artemisia tripartita,0.016162061
Q14,49,Poa secunda,0.003909613
Q14,49,Pseudoroegneria spicata,0.01345687
Q14,49,Hesperostipa comata,0
Q14,50,Artemisia tripartita,0.014398558
Q14,50,Poa secunda,0.004271846
Q14,50,Pseudoroegneria spicata,0.020293448
Q14,50,Hesperostipa comata,0
Q14,51,Poa secunda,0
Q14,51,Artemisia tripartita,0
Q14,51,Hesperostipa comata,0
Q14,51,Pseudoroegneria spicata,0
Q14,52,Artemisia tripartita,0.027349961
Q14,52,Poa secunda,0.00564976
Q14,52,Pseudoroegneria spicata,0.040525632
Q14,52,Hesperostipa comata,0
Q14,54,Poa secunda,0
Q14,54,Artemisia tripartita,0
Q14,54,Hesperostipa comata,0
Q14,54,Pseudoroegneria spicata,0
Q14,55,Poa secunda,0
Q14,55,Artemisia tripartita,0
Q14,55,Hesperostipa comata,0
Q14,55,Pseudoroegneria spicata,0
Q14,56,Artemisia tripartita,0.009800873
Q14,56,Poa secunda,0.000647171
Q14,56,Pseudoroegneria spicata,0.043747338
Q14,56,Hesperostipa comata,0
Q14,57,Artemisia tripartita,0.00950573
Q14,57,Poa secunda,0.003409727
Q14,57,Pseudoroegneria spicata,0.019540962
Q14,57,Hesperostipa comata,0
Q15,30,Artemisia tripartita,0.06194992
Q15,30,Pseudoroegneria spicata,0.00548255
Q15,31,Artemisia tripartita,0.065202665
Q15,31,Poa secunda,0.001919969
Q15,31,Pseudoroegneria spicata,0.00540528
Q15,32,Artemisia tripartita,0.066097474
Q15,32,Poa secunda,0.000237488
Q15,32,Pseudoroegneria spicata,0.00240424
Q15,34,Artemisia tripartita,0.088616587
Q15,34,Poa secunda,0.000200355
Q15,34,Pseudoroegneria spicata,0.002922575
Q15,35,Artemisia tripartita,0.159266104
Q15,35,Poa secunda,0.003868717
Q15,35,Pseudoroegneria spicata,0.00243986
Q15,52,Artemisia tripartita,0.139136805
Q15,52,Hesperostipa comata,5.00E-05
Q15,52,Poa secunda,0.012391795
Q15,52,Pseudoroegneria spicata,0.017208125
Q15,56,Artemisia tripartita,0.134757157
Q15,56,Poa secunda,0.024022792
Q15,56,Pseudoroegneria spicata,0.016741603
Q15,57,Artemisia tripartita,0.052881922
Q15,57,Poa secunda,0.017799774
Q15,57,Pseudoroegneria spicata,0.0111153
Q15,23,Poa secunda,0
Q15,23,Artemisia tripartita,0
Q15,23,Hesperostipa comata,0
Q15,23,Pseudoroegneria spicata,0
Q15,26,Poa secunda,0
Q15,26,Artemisia tripartita,0
Q15,26,Hesperostipa comata,0
Q15,26,Pseudoroegneria spicata,0
Q15,27,Poa secunda,0
Q15,27,Artemisia tripartita,0
Q15,27,Hesperostipa comata,0
Q15,27,Pseudoroegneria spicata,0
Q15,29,Poa secunda,0
Q15,29,Artemisia tripartita,0
Q15,29,Hesperostipa comata,0
Q15,29,Pseudoroegneria spicata,0
Q15,30,Artemisia tripartita,0.06194992
Q15,30,Pseudoroegneria spicata,0.00548255
Q15,30,Poa secunda,0
Q15,30,Hesperostipa comata,0
Q15,31,Artemisia tripartita,0.065202665
Q15,31,Poa secunda,0.001919969
Q15,31,Pseudoroegneria spicata,0.00540528
Q15,31,Hesperostipa comata,0
Q15,32,Artemisia tripartita,0.066097474
Q15,32,Poa secunda,0.000237488
Q15,32,Pseudoroegneria spicata,0.00240424
Q15,32,Hesperostipa comata,0
Q15,33,Poa secunda,0
Q15,33,Artemisia tripartita,0
Q15,33,Hesperostipa comata,0
Q15,33,Pseudoroegneria spicata,0
Q15,34,Artemisia tripartita,0.088616587
Q15,34,Poa secunda,0.000200355
Q15,34,Pseudoroegneria spicata,0.002922575
Q15,34,Hesperostipa comata,0
Q15,35,Artemisia tripartita,0.159266104
Q15,35,Poa secunda,0.003868717
Q15,35,Pseudoroegneria spicata,0.00243986
Q15,35,Hesperostipa comata,0
Q15,36,Poa secunda,0
Q15,36,Artemisia tripartita,0
Q15,36,Hesperostipa comata,0
Q15,36,Pseudoroegneria spicata,0
Q15,37,Poa secunda,0
Q15,37,Artemisia tripartita,0
Q15,37,Hesperostipa comata,0
Q15,37,Pseudoroegneria spicata,0
Q15,38,Poa secunda,0
Q15,38,Artemisia tripartita,0
Q15,38,Hesperostipa comata,0
Q15,38,Pseudoroegneria spicata,0
Q15,39,Poa secunda,0
Q15,39,Artemisia tripartita,0
Q15,39,Hesperostipa comata,0
Q15,39,Pseudoroegneria spicata,0
Q15,40,Poa secunda,0
Q15,40,Artemisia tripartita,0
Q15,40,Hesperostipa comata,0
Q15,40,Pseudoroegneria spicata,0
Q15,41,Poa secunda,0
Q15,41,Artemisia tripartita,0
Q15,41,Hesperostipa comata,0
Q15,41,Pseudoroegneria spicata,0
Q15,42,Poa secunda,0
Q15,42,Artemisia tripartita,0
Q15,42,Hesperostipa comata,0
Q15,42,Pseudoroegneria spicata,0
Q15,45,Poa secunda,0
Q15,45,Artemisia tripartita,0
Q15,45,Hesperostipa comata,0
Q15,45,Pseudoroegneria spicata,0
Q15,46,Poa secunda,0
Q15,46,Artemisia tripartita,0
Q15,46,Hesperostipa comata,0
Q15,46,Pseudoroegneria spicata,0
Q15,47,Poa secunda,0
Q15,47,Artemisia tripartita,0
Q15,47,Hesperostipa comata,0
Q15,47,Pseudoroegneria spicata,0
Q15,49,Poa secunda,0
Q15,49,Artemisia tripartita,0
Q15,49,Hesperostipa comata,0
Q15,49,Pseudoroegneria spicata,0
Q15,50,Poa secunda,0
Q15,50,Artemisia tripartita,0
Q15,50,Hesperostipa comata,0
Q15,50,Pseudoroegneria spicata,0
Q15,51,Poa secunda,0
Q15,51,Artemisia tripartita,0
Q15,51,Hesperostipa comata,0
Q15,51,Pseudoroegneria spicata,0
Q15,52,Artemisia tripartita,0.139136805
Q15,52,Hesperostipa comata,5.00E-05
Q15,52,Poa secunda,0.012391795
Q15,52,Pseudoroegneria spicata,0.017208125
Q15,54,Poa secunda,0
Q15,54,Artemisia tripartita,0
Q15,54,Hesperostipa comata,0
Q15,54,Pseudoroegneria spicata,0
Q15,55,Poa secunda,0
Q15,55,Artemisia tripartita,0
Q15,55,Hesperostipa comata,0
Q15,55,Pseudoroegneria spicata,0
Q15,56,Artemisia tripartita,0.134757157
Q15,56,Poa secunda,0.024022792
Q15,56,Pseudoroegneria spicata,0.016741603
Q15,56,Hesperostipa comata,0
Q15,57,Artemisia tripartita,0.052881922
Q15,57,Poa secunda,0.017799774
Q15,57,Pseudoroegneria spicata,0.0111153
Q15,57,Hesperostipa comata,0
Q16,30,Artemisia tripartita,0.006740804
Q16,30,Poa secunda,0.001146279
Q16,30,Pseudoroegneria spicata,0.004216267
Q16,31,Artemisia tripartita,0.011370368
Q16,31,Poa secunda,0.003887244
Q16,31,Pseudoroegneria spicata,0.004490474
Q16,32,Artemisia tripartita,0.017442373
Q16,32,Poa secunda,0.000209099
Q16,32,Pseudoroegneria spicata,0.002072026
Q16,34,Artemisia tripartita,0.040783152
Q16,34,Pseudoroegneria spicata,0.002522262
Q16,35,Artemisia tripartita,0.053748789
Q16,35,Poa secunda,0.000258989
Q16,35,Pseudoroegneria spicata,0.002207566
Q16,52,Artemisia tripartita,0.205251891
Q16,52,Hesperostipa comata,7.50E-05
Q16,52,Poa secunda,0.000948256
Q16,52,Pseudoroegneria spicata,0.013402246
Q16,56,Artemisia tripartita,0.240034812
Q16,56,Poa secunda,2.50E-05
Q16,56,Pseudoroegneria spicata,0.011141491
Q16,57,Artemisia tripartita,0.239069478
Q16,57,Poa secunda,0.000859849
Q16,57,Pseudoroegneria spicata,0.011529659
Q16,23,Poa secunda,0
Q16,23,Artemisia tripartita,0
Q16,23,Hesperostipa comata,0
Q16,23,Pseudoroegneria spicata,0
Q16,26,Poa secunda,0
Q16,26,Artemisia tripartita,0
Q16,26,Hesperostipa comata,0
Q16,26,Pseudoroegneria spicata,0
Q16,27,Poa secunda,0
Q16,27,Artemisia tripartita,0
Q16,27,Hesperostipa comata,0
Q16,27,Pseudoroegneria spicata,0
Q16,29,Poa secunda,0
Q16,29,Artemisia tripartita,0
Q16,29,Hesperostipa comata,0
Q16,29,Pseudoroegneria spicata,0
Q16,30,Artemisia tripartita,0.006740804
Q16,30,Poa secunda,0.001146279
Q16,30,Pseudoroegneria spicata,0.004216267
Q16,30,Hesperostipa comata,0
Q16,31,Artemisia tripartita,0.011370368
Q16,31,Poa secunda,0.003887244
Q16,31,Pseudoroegneria spicata,0.004490474
Q16,31,Hesperostipa comata,0
Q16,32,Artemisia tripartita,0.017442373
Q16,32,Poa secunda,0.000209099
Q16,32,Pseudoroegneria spicata,0.002072026
Q16,32,Hesperostipa comata,0
Q16,33,Poa secunda,0
Q16,33,Artemisia tripartita,0
Q16,33,Hesperostipa comata,0
Q16,33,Pseudoroegneria spicata,0
Q16,34,Artemisia tripartita,0.040783152
Q16,34,Pseudoroegneria spicata,0.002522262
Q16,34,Poa secunda,0
Q16,34,Hesperostipa comata,0
Q16,35,Artemisia tripartita,0.053748789
Q16,35,Poa secunda,0.000258989
Q16,35,Pseudoroegneria spicata,0.002207566
Q16,35,Hesperostipa comata,0
Q16,36,Poa secunda,0
Q16,36,Artemisia tripartita,0
Q16,36,Hesperostipa comata,0
Q16,36,Pseudoroegneria spicata,0
Q16,37,Poa secunda,0
Q16,37,Artemisia tripartita,0
Q16,37,Hesperostipa comata,0
Q16,37,Pseudoroegneria spicata,0
Q16,38,Poa secunda,0
Q16,38,Artemisia tripartita,0
Q16,38,Hesperostipa comata,0
Q16,38,Pseudoroegneria spicata,0
Q16,39,Poa secunda,0
Q16,39,Artemisia tripartita,0
Q16,39,Hesperostipa comata,0
Q16,39,Pseudoroegneria spicata,0
Q16,40,Poa secunda,0
Q16,40,Artemisia tripartita,0
Q16,40,Hesperostipa comata,0
Q16,40,Pseudoroegneria spicata,0
Q16,41,Poa secunda,0
Q16,41,Artemisia tripartita,0
