Site,Spp,Site_code,Species,Tree,Tree_ID,Branch,Branch_ID,Diameter,Length,Wood_Wet_wt ,Wood_ratio,wood_dry_wt,Leaf_Wet_wt,Leaf_ratio,Leaf_dry_wt,Aggregated_Wood_Wt,Aggregated_Leaf_Wt,Total_Mass,Light,Light_SD,Fire,MAP,Lat
Tiorola,Combretum geitynophyllum,2,2,1,FH6,3,A3-1,3.4,170.6,1375,0.621545625,854.6252338,650,0.392,254.8,854.6252338,254.8,1109.425234,-0.5205682,0.034601183,0.5,1200,11.60585
Tiorola,Combretum geitynophyllum,2,2,1,FH6,4,A3-2,2.1,125,410,0.621545625,254.8337061,450,0.392,176.4,254.8337061,176.4,431.2337061,-0.5205682,0.034601183,0.5,1200,11.60585
Tiorola,Combretum geitynophyllum,2,2,1,FH6,5,A4,2.2,150.3,440,0.621545625,273.4800748,400,0.392,156.8,273.4800748,156.8,430.2800748,-0.5205682,0.034601183,0.5,1200,11.60585
Tiorola,Combretum geitynophyllum,2,2,1,FH6,6,B1,5.5,262,2850,0.621545625,1771.40503,1825,0.392,715.4,1771.40503,715.4,2486.80503,-0.5205682,0.034601183,0.5,1200,11.60585
Tiorola,Combretum geitynophyllum,2,2,1,FH6,7,C1,4.5,221.5,2575,0.621545625,1600.479983,1350,0.392,529.2,1818.020952,666.4,2484.420952,-0.5205682,0.034601183,0.5,1200,11.60585
Tiorola,Combretum geitynophyllum,2,2,1,FH6,8,C2,2,127.9,350,0.621545625,217.5409686,350,0.392,137.2,217.5409686,137.2,354.7409686,-0.5205682,0.034601183,0.5,1200,11.60585
Tiorola,Combretum geitynophyllum,2,2,1,FH6,9,D1,2.9,208,1225,0.621545625,761.3933901,1200,0.392,470.4,761.3933901,470.4,1231.79339,-0.5205682,0.034601183,0.5,1200,11.60585
Tiorola,Combretum geitynophyllum,2,2,1,FH6,10,E1,2.5,140.2,550,0.621545625,341.8500935,490,0.392,192.08,341.8500935,192.08,533.9300935,-0.5205682,0.034601183,0.5,1200,11.60585
Tiorola,Combretum geitynophyllum,2,2,1,FH6,11,F1,3.3,129.3,750,0.621545625,466.1592184,750,0.392,294,466.1592184,294,760.1592184,-0.5205682,0.034601183,0.5,1200,11.60585
Tiorola,Combretum geitynophyllum,2,2,1,FH6,12,MS,10.8,530,20125,0.621545625,12508.60569,1900,0.392,744.8,22872.87898,4188.52,27061.39898,-0.5205682,0.034601183,0.5,1200,11.60585
Tiorola,Combretum geitynophyllum,2,2,2,FH16,1,MS,4.7,299.5,2435,0.621545625,1513.463596,47,0.392,18.424,1513.463596,18.424,1531.887596,-0.5205682,0.034601183,0.5,1200,11.60585
Tiorola,Combretum geitynophyllum,2,2,3,fh5,1,A1,2.2,150.3,390,0.621545625,242.4027936,440,0.392,172.48,242.4027936,172.48,414.8827936,-0.5205682,0.034601183,0.5,1200,11.60585
Tiorola,Combretum geitynophyllum,2,2,3,fh5,2,B1,2.2,124.1,290,0.621545625,180.2482311,200,0.392,78.4,180.2482311,78.4,258.6482311,-0.5205682,0.034601183,0.5,1200,11.60585
Tiorola,Combretum geitynophyllum,2,2,3,fh5,3,MS,4.3,463.9,6500,0.621545625,4040.04656,1250,0.392,490,4462.697584,740.88,5203.577584,-0.5205682,0.034601183,0.5,1200,11.60585
Tiorola,Combretum geitynophyllum,2,2,4,fh3,4,A1,3.7,222.8,1275,0.621545625,792.4706713,340,0.392,133.28,792.4706713,133.28,925.7506713,-0.5205682,0.034601183,0.5,1200,11.60585
Tiorola,Combretum geitynophyllum,2,2,4,fh3,5,B1,3.1,190.5,1140,0.621545625,708.562012,400,0.392,156.8,708.562012,156.8,865.362012,-0.5205682,0.034601183,0.5,1200,11.60585
Tiorola,Combretum geitynophyllum,2,2,4,fh3,6,C1,3.2,189.5,1325,0.621545625,823.5479525,625,0.392,245,1165.398046,411.6,1576.998046,-0.5205682,0.034601183,0.5,1200,11.60585
Tiorola,Combretum geitynophyllum,2,2,4,fh3,7,C2,2.3,127.5,550,0.621545625,341.8500935,425,0.392,166.6,341.8500935,166.6,508.4500935,-0.5205682,0.034601183,0.5,1200,11.60585
Tiorola,Combretum geitynophyllum,2,2,4,fh3,8,D1,2.1,126.7,460,0.621545625,285.9109873,360,0.392,141.12,285.9109873,141.12,427.0309873,-0.5205682,0.034601183,0.5,1200,11.60585
Tiorola,Combretum geitynophyllum,2,2,4,fh3,9,E1,3.6,127.8,1230,0.621545625,764.5011182,925,0.392,362.6,764.5011182,362.6,1127.101118,-0.5205682,0.034601183,0.5,1200,11.60585
Tiorola,Combretum geitynophyllum,2,2,4,fh3,10,F1,2.3,158.7,440,0.621545625,273.4800748,400,0.392,156.8,273.4800748,156.8,430.2800748,-0.5205682,0.034601183,0.5,1200,11.60585
Tiorola,Combretum geitynophyllum,2,2,4,fh3,11,G1,3.2,132.9,550,0.621545625,341.8500935,460,0.392,180.32,341.8500935,180.32,522.1700935,-0.5205682,0.034601183,0.5,1200,11.60585
Tiorola,Combretum geitynophyllum,2,2,4,fh3,12,MS,9.3,467.4,15500,0.621545625,9633.95718,1420,0.392,556.64,13966.13018,2099.16,16065.29018,-0.5205682,0.034601183,0.5,1200,11.60585
Tiorola,Combretum geitynophyllum,2,2,5,fh17,1,A1,6.1,349,3490,0.621545625,2169.19423,175,0.392,68.6,6147.086227,674.24,6821.326227,-0.5205682,0.034601183,0.5,1200,11.60585
Tiorola,Combretum geitynophyllum,2,2,5,fh17,2,A2,5.4,381.5,4250,0.621545625,2641.568904,300,0.392,117.6,2641.568904,117.6,2759.168904,-0.5205682,0.034601183,0.5,1200,11.60585
Tiorola,Combretum geitynophyllum,2,2,5,fh17,3,A3,3,179.2,675,0.621545625,419.5432966,275,0.392,107.8,419.5432966,107.8,527.3432966,-0.5205682,0.034601183,0.5,1200,11.60585
Tiorola,Combretum geitynophyllum,2,2,5,fh17,4,A2-1-1,2.3,132.9,1025,0.621545625,637.0842652,810,0.392,317.52,637.0842652,317.52,954.6042652,-0.5205682,0.034601183,0.5,1200,11.60585
Tiorola,Combretum geitynophyllum,2,2,5,fh17,5,A2-1,2.5,128.1,450,0.621545625,279.695531,160,0.392,62.72,916.7797962,380.24,1297.019796,-0.5205682,0.034601183,0.5,1200,11.60585
Tiorola,Combretum geitynophyllum,2,2,5,fh17,6,B2,2.9,194.9,790,0.621545625,491.0210434,360,0.392,141.12,491.0210434,141.12,632.1410434,-0.5205682,0.034601183,0.5,1200,11.60585
Tiorola,Combretum geitynophyllum,2,2,5,fh17,7,B3,2.9,180.3,900,0.621545625,559.3910621,740,0.392,290.08,559.3910621,290.08,849.4710621,-0.5205682,0.034601183,0.5,1200,11.60585
Tiorola,Combretum geitynophyllum,2,2,5,fh17,8,B1,4.6,296.3,2340,0.621545625,1454.416761,1190,0.392,466.48,2504.828867,897.68,3402.508867,-0.5205682,0.034601183,0.5,1200,11.60585
Tiorola,Combretum geitynophyllum,2,2,5,fh17,9,C1,2.5,296.3,560,0.621545625,348.0655497,450,0.392,176.4,348.0655497,176.4,524.4655497,-0.5205682,0.034601183,0.5,1200,11.60585
Tiorola,Combretum geitynophyllum,2,2,5,fh17,10,MS,10.1,553.3,16100,0.621545625,10006.88456,715,0.392,280.28,24672.25357,3382.96,28055.21357,-0.5205682,0.034601183,0.5,1200,11.60585
Lakamane,Combretum glutinosum,3,3,1,fH17,1,A2,2.2,161.6,525,0.56424229,296.2272024,319,0.423059277,134.9559094,296.2272024,134.9559094,431.1831118,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,1,fH17,2,A1,4.9,337.1,4949,0.56424229,2792.435095,934,0.423059277,395.1373647,3088.662297,530.0932741,3618.755571,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,1,fH17,3,B1,2.1,126.9,310,0.56424229,174.91511,169,0.423059277,71.49701781,174.91511,71.49701781,246.4121278,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,1,fH17,4,C1,2.4,175.3,460,0.56424229,259.5514536,219,0.423059277,92.64998166,259.5514536,92.64998166,352.2014352,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,1,fH17,5,D1,2,152.4,300,0.56424229,169.2726871,160,0.423059277,67.68948432,169.2726871,67.68948432,236.9621714,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,1,fH17,6,E1,2.1,168.4,540,0.56424229,304.6908368,309,0.423059277,130.7253166,304.6908368,130.7253166,435.4161534,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,1,fH17,7,F1,3,124.9,725,0.56424229,409.0756605,551,0.423059277,233.1056616,409.0756605,233.1056616,642.1813221,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,1,fH17,8,G1,2.1,160.7,440,0.56424229,248.2666077,261,0.423059277,110.4184713,248.2666077,110.4184713,358.685079,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,1,fH17,9,MS,9.1,470.4,9750,0.56424229,5501.362331,749,0.423059277,316.8713985,10452.02419,1688.006515,12140.0307,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,2,fH15_MS2,1,A1,2.8,161.3,860,0.56424229,485.2483697,508,0.423059277,214.9141127,485.2483697,214.9141127,700.1624824,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,2,fH15_MS2,2,B1,2.7,77.1,310,0.56424229,174.91511,158,0.423059277,66.84336577,174.91511,66.84336577,241.7584758,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,2,fH15_MS2,3,MS,6.4,387.3,6000,0.56424229,3385.453742,1269,0.423059277,536.8622225,4045.617222,818.619701,4864.236923,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,2,fH15_MS1,4,A2,2.7,177.8,790,0.56424229,445.7514094,326,0.423059277,137.9173243,445.7514094,137.9173243,583.6687337,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,2,fH15_MS1,5,A1,7.1,369.6,7250,0.56424229,4090.756605,1644,0.423059277,695.5094514,4536.508014,833.4267757,5369.93479,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,2,fH15_MS1,6,B2,2.4,140.2,840,0.56424229,473.9635239,732,0.423059277,309.6793908,473.9635239,309.6793908,783.6429146,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,2,fH15_MS1,7,B1,5,311.2,3200,0.56424229,1805.575329,608,0.423059277,257.2200404,2279.538853,566.8994312,2846.438284,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,2,fH15_MS1,8,C1,2.7,185.3,810,0.56424229,457.0362552,334,0.423059277,141.3017985,457.0362552,141.3017985,598.3380537,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,2,fH15_MS1,9,D1,2.7,195.4,1575,0.56424229,888.6816073,1196,0.423059277,505.9788953,888.6816073,505.9788953,1394.660503,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,2,fH15_MS1,10,E1,2.3,121.4,680,0.56424229,383.6847574,579,0.423059277,244.9513214,383.6847574,244.9513214,628.6360788,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,2,fH15_MS1,11,MS,9.8,413.9,12250,0.56424229,6911.968057,1036,0.423059277,438.289411,16377.13248,3178.444348,19555.57683,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,2,fH15_MS3,12,A1,3.3,169.2,490,0.56424229,276.4787223,77,0.423059277,32.57556433,276.4787223,32.57556433,309.0542866,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,2,fH15_MS3,13,MS,3.6,183.5,875,0.56424229,493.712004,112,0.423059277,47.38263902,770.1907263,79.95820335,850.1489297,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,2,fH15,,S-A,2.9,205.4,990,0.56424229,558.5998674,441,0.423059277,186.5691412,-9999,-9999,-19998,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,2,fH15,,S-B,3.8,242.8,1690,0.56424229,953.5694707,492,0.423059277,208.1451643,-9999,-9999,-19998,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,3,FH13_MS2,1,A2,2.3,167.2,560,0.56424229,315.9756826,159,0.423059277,67.26642504,315.9756826,67.26642504,383.2421076,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,3,FH13_MS2,2,A1,6.7,397.7,9500,0.56424229,5360.301758,854,0.423059277,361.2926226,5676.277441,428.5590476,6104.836488,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,3,FH13_MS2,3,B1,3,156.9,860,0.56424229,485.2483697,216,0.423059277,91.38080383,485.2483697,91.38080383,576.6291735,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,3,FH13_MS2,4,C1,2.5,89.4,310,0.56424229,174.91511,30,0.423059277,12.69177831,174.91511,12.69177831,187.6068883,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,3,FH13_MS2,5,D1,3.1,183.4,1280,0.56424229,722.2301316,564,0.423059277,238.6054322,953.5694707,316.4483392,1270.01781,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,3,FH13_MS2,6,D2,2.7,98.4,410,0.56424229,231.339339,184,0.423059277,77.84290697,231.339339,77.84290697,309.182246,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,3,FH13_MS2,7,E1,2.3,105.7,790,0.56424229,445.7514094,603,0.423059277,255.104744,445.7514094,255.104744,700.8561534,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,3,FH13_MS2,8,MS,9.3,540.2,24000,0.56424229,13541.81497,1265,0.423059277,535.1699854,21824.89179,1784.46403,23609.35582,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,3,FH13_MS1,9,A1,3.7,284.9,2110,0.56424229,1190.551233,221,0.423059277,93.49610022,1190.551233,93.49610022,1284.047333,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,3,FH13_MS1,10,B1,6.1,289.2,3710,0.56424229,2093.338897,530,0.423059277,224.2214168,3207.717421,409.5213801,3617.238801,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,3,FH13_MS1,11,B2,4.4,241.4,1975,0.56424229,1114.378523,438,0.423059277,185.2999633,1114.378523,185.2999633,1299.678487,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,3,FH13_MS1,12,E1,3.6,183.1,1310,0.56424229,739.1574003,306,0.423059277,129.4561388,739.1574003,129.4561388,868.6135391,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,3,FH13_MS1,13,C1,4.5,273.6,2225,0.56424229,1255.439096,176,0.423059277,74.45843275,1599.626893,167.5314737,1767.158367,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,3,FH13_MS1,14,C2,2.4,151.2,610,0.56424229,344.1877971,220,0.423059277,93.07304094,344.1877971,93.07304094,437.260838,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,3,FH13_MS1,15,F1,3.9,176.3,1675,0.56424229,945.1058363,748,0.423059277,316.4483392,945.1058363,316.4483392,1261.554176,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,3,FH13_MS1,16,D1,3.8,196.1,1725,0.56424229,973.3179508,140,0.423059277,59.22829878,973.3179508,59.22829878,1032.54625,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,3,FH13_MS1,17,MS,10.9,552.4,25500,0.56424229,14388.1784,957,0.423059277,404.8677281,24502.22146,1858.922463,26361.14392,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,3,FH13_MS3,18,A1,3.2,206.8,1275,0.56424229,719.4089202,296,0.423059277,125.225546,719.4089202,125.225546,844.6344662,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,3,FH13_MS3,19,B1,2.6,153.9,700,0.56424229,394.9696032,318,0.423059277,134.5328501,536.0301758,167.5314737,703.5616495,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,3,FH13_MS3,20,B2,2.2,129.4,250,0.56424229,141.0605726,78,0.423059277,32.99862361,141.0605726,32.99862361,174.0591962,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,3,FH13_MS3,21,C1,2.9,183.2,510,0.56424229,287.7635681,166,0.423059277,70.22783998,287.7635681,70.22783998,357.9914081,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,3,FH13_MS3,22,D1,2.3,123.3,475,0.56424229,268.0150879,277,0.423059277,117.1874197,268.0150879,117.1874197,385.2025076,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,3,FH13_MS3,23,MS,8.2,454.8,15000,0.56424229,8463.634355,1489,0.423059277,629.9352635,10415.91268,1143.106166,11559.01885,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,4,fh1,1,A1,2,221.8,650,0.56424229,366.7574887,123,0.423059277,52.03629107,366.7574887,52.03629107,418.7937798,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,4,fh1,2,B1,3,279.8,1525,0.56424229,860.4694928,380,0.423059277,160.7625253,860.4694928,160.7625253,1021.232018,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,4,fh1,3,C1,5.4,297.3,5000,0.56424229,2821.211452,1649,0.423059277,697.6247478,2821.211452,697.6247478,3518.836199,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,4,fh1,4,E1,2.4,173.9,825,0.56424229,465.4998895,721,0.423059277,305.0257387,465.4998895,305.0257387,770.5256282,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,4,fh1,5,D1,4.6,173.9,2475,0.56424229,1396.499669,788,0.423059277,333.3707103,2051.020725,640.9348047,2691.95553,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,4,fh1,6,D2,2.6,229.9,650,0.56424229,366.7574887,333,0.423059277,140.8787392,366.7574887,140.8787392,507.636228,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,4,fh1,7,D3,3,155.1,510,0.56424229,287.7635681,394,0.423059277,166.6853551,287.7635681,166.6853551,454.4489232,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,4,fh1,8,MS,10.1,146.2,14250,0.56424229,8040.452637,1484,0.423059277,627.8199671,15259.93274,2791.768169,18051.70091,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,4,fh1,,S-A,3.2,454.5,850,0.56424229,479.6059468,381,0.423059277,161.1855845,-9999,-9999,-19998,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,4,fh1,,S-B,2.4,207.9,340,0.56424229,191.8423787,254,0.423059277,107.4570564,-9999,-9999,-19998,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,4,fh1,,S-C,2.4,169.1,425,0.56424229,239.8029734,201,0.423059277,85.03491468,-9999,-9999,-19998,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,4,fh1,,S-D,2.1,174.3,300,0.56424229,169.2726871,201,0.423059277,85.03491468,-9999,-9999,-19998,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,4,fh1,,S-E,1.9,184.1,275,0.56424229,155.1666298,187,0.423059277,79.1120848,-9999,-9999,-19998,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,4,fh1,,S-F,0.9,88.4,45,0.56424229,25.39090307,24,0.423059277,10.15342265,-9999,-9999,-19998,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,5,fh7,1,A1,2.8,134.2,530,0.56424229,299.0484139,243,0.423059277,102.8034043,299.0484139,102.8034043,401.8518182,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,5,fh7,2,B1,2.2,153.3,675,0.56424229,380.863546,315,0.423059277,133.2636723,380.863546,133.2636723,514.1272182,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,5,fh7,3,MS,5.7,298.7,5000,0.56424229,2821.211452,696,0.423059277,294.4492568,3501.123412,530.5163334,4031.639745,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,5,fh7,,S-A,2.1,113.6,260,0.56424229,146.7029955,92,0.423059277,38.92145348,-9999,-9999,-19998,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,5,fh7,,S-B,1.9,113.5,275,0.56424229,155.1666298,147,0.423059277,62.18971372,-9999,-9999,-19998,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,5,fh7,,S-C,1.6,82.4,240,0.56424229,135.4181497,61,0.423059277,25.8066159,-9999,-9999,-19998,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,5,fh7,,S-D,0.7,70.8,30,0.56424229,16.92726871,23,0.423059277,9.730363371,-9999,-9999,-19998,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,5,fh7,,S-E,0.5,46.8,14,0.56424229,7.899392065,23,0.423059277,9.730363371,-9999,-9999,-19998,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,5,fh7,,S-F,0.6,93.1,25,0.56424229,14.10605726,18,0.423059277,7.615066986,-9999,-9999,-19998,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,5,fh7,,S-G,0.6,80.6,25,0.56424229,14.10605726,17,0.423059277,7.192007709,-9999,-9999,-19998,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,6,fh12,1,A1,3.9,369.4,3350,0.56424229,1890.211673,531,0.423059277,224.6444761,2121.551012,288.1033676,2409.654379,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,6,fh12,2,A2,2.4,224.4,410,0.56424229,231.339339,150,0.423059277,63.45889155,231.339339,63.45889155,294.7982306,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,6,fh12,3,B1,7.8,348.4,4800,0.56424229,2708.362994,580,0.423059277,245.3743807,4006.120261,504.7097175,4510.829979,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,6,fh12,4,B2,3.9,318.5,1725,0.56424229,973.3179508,380,0.423059277,160.7625253,1297.757268,259.3353368,1557.092605,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,6,fh12,5,B2-1,2.2,211.9,575,0.56424229,324.4393169,233,0.423059277,98.57281154,324.4393169,98.57281154,423.0121285,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,6,fh12,6,C1,5.5,349.1,4500,0.56424229,2539.090307,222,0.423059277,93.91915949,4561.898917,720.0468895,5281.945807,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,6,fh12,7,C2,3.4,219.6,1610,0.56424229,908.4300874,526,0.423059277,222.5291797,908.4300874,222.5291797,1130.959267,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,6,fh12,8,C3,2.5,213.2,1010,0.56424229,569.8847132,370,0.423059277,156.5319325,569.8847132,156.5319325,726.4166457,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,6,fh12,9,C4,2.4,163.5,675,0.56424229,380.863546,397,0.423059277,167.954533,380.863546,167.954533,548.8180789,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,6,fh12,10,C5,1.9,142.9,290,0.56424229,163.6302642,187,0.423059277,79.1120848,163.6302642,79.1120848,242.742349,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,6,fh12,11,D1,3.2,214.3,1190,0.56424229,671.4483255,287,0.423059277,121.4180125,671.4483255,121.4180125,792.866338,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,6,fh12,12,E1,2.8,190.6,1150,0.56424229,648.8786339,547,0.423059277,231.4134245,648.8786339,231.4134245,880.2920584,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,6,fh12,13,MS,8.1,390.7,12500,0.56424229,7053.028629,1113,0.423059277,470.8649753,22939.27031,3384.051157,26323.32147,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,7,Fh11,14,A1,3.2,164.6,640,0.56424229,361.1150658,274,0.423059277,115.9182419,361.1150658,115.9182419,477.0333077,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,7,Fh11,15,MS,3.9,169.5,890,0.56424229,502.1756384,268,0.423059277,113.3798862,863.2907042,229.2981281,1092.588832,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,7,Fh11,,S-A,2.1,150.2,340,0.56424229,191.8423787,143,0.423059277,60.49747661,-9999,-9999,-19998,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,8,Fh6_MS2,1,A1,2.7,152.5,600,0.56424229,338.5453742,198,0.423059277,83.76573685,338.5453742,83.76573685,422.311111,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,8,Fh6_MS2,2,MS,5.9,377.8,5500,0.56424229,3103.332597,812,0.423059277,343.5241329,3441.877971,427.2898698,3869.167841,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,8,Fh6_MS1,3,A1,3.3,136.2,700,0.56424229,394.9696032,496,0.423059277,209.8374014,394.9696032,209.8374014,604.8070046,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,8,Fh6_MS1,4,MS,7.2,367.2,8100,0.56424229,4570.362552,1061,0.423059277,448.8658929,5162.816957,778.0060104,5940.822967,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,8,Fh6,,S-A,0.5,52.4,5,0.56424229,2.821211452,13,0.423059277,5.499770601,-9999,-9999,-19998,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,8,Fh6,,S-B,0.4,48.3,3,0.56424229,1.692726871,5,0.423059277,2.115296385,-9999,-9999,-19998,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,8,Fh6,,S-C,0.3,23.1,2,0.56424229,1.128484581,4,0.423059277,1.692237108,-9999,-9999,-19998,-0.200685737,0.106846439,0.9,570,14.545033
