Participant,Condition Name,Condition Number,Age,IQ,Estimated Speed (mph),Reaction Time (ms)
7529,Hit,2,21,119,3.9960E+01,171.4585672
7530,Hit,2,49,110,2.4597E+01,359.7084057
7531,Hit,2,27,54,2.3910E+01,220.852351
7532,Hit,2,76,121,3.2690E+01,201.9258907
7533,Hit,2,38,98,3.6566E+01,340.6700557
7534,Hit,2,46,107,4.1014E+01,570.0979654
7535,Hit,2,29,107,2.4358E+01,484.3073432
7536,Hit,2,34,107,3.8881E+01,213.7852794
7537,Hit,2,48,117,3.2706E+01,285.4391617
7538,Hit,2,38,104,2.0168E+01,457.7537299
7539,Hit,2,51,92,3.0593E+01,322.4018495
7540,Hit,2,50,87,5.2620E+01,183.1780197
7541,Hit,2,69,109,3.2018E+01,166.8517143
7542,Hit,2,66,111,3.2709E+01,118.6381959
7543,Hit,2,69,105,2.5844E+01,403.8980559
7544,Hit,2,26,129,3.4104E+01,385.4746487
7545,Hit,2,34,58,3.5588E+01,83.72579227
7546,Hit,2,63,101,2.4435E+01,563.4321216
7547,Hit,2,14,86,3.4242E+01,840.3112861
7548,Hit,2,53,121,2.3146E+01,597.023597
7549,Hit,2,38,103,2.5988E+01,349.9955785
7550,Hit,2,41,102,3.2037E+01,379.5319663
7551,Hit,2,44,99,3.5130E+01,466.1305477
7552,Hit,2,32,110,2.7758E+01,174.6777339
7553,Hit,2,78,88,3.7944E+01,466.840269
7554,Hit,2,33,117,3.0973E+01,339.6640139
7555,Hit,2,51,109,3.1821E+01,329.2376039
7556,Hit,2,36,76,1.6770E+01,406.3089987
7557,Hit,2,40,87,3.5613E+01,329.2161583
7558,Hit,2,18,90,1.9745E+01,427.92863
7559,Hit,2,51,83,2.0053E+01,271.693216
7560,Hit,2,40,97,2.8159E+01,186.9067079
7561,Hit,2,58,115,2.5701E+01,477.0533174
7562,Hit,2,68,102,2.3974E+01,513.6004458
7563,Hit,2,20,115,2.9256E+01,141.7741119
7564,Hit,2,13,92,5.3610E+01,458.553473
7565,Hit,2,47,112,3.2072E+01,265.8800199
7566,Hit,2,33,124,4.6891E+01,253.8354786
7567,Hit,2,56,93,3.7720E+01,395.2604301
7568,Hit,2,21,106,3.4790E+01,321.9828925
7569,Hit,2,67,105,5.3070E+01,196.3763951
7570,Hit,2,18,109,2.7599E+01,257.6082259
7571,Hit,2,62,113,2.3239E+01,291.3105115
7572,Hit,2,40,116,4.6083E+01,257.7324644
7573,Hit,2,3,109,3.6841E+01,223.8171903
7574,Hit,2,50,101,3.9084E+01,193.5405346
7575,Hit,2,59,107,3.0913E+01,102.5817986
7576,Hit,2,35,113,2.8083E+01,241.1060134
7577,Hit,2,36,116,1.7834E+01,189.59381
7578,Hit,2,38,95,4.2266E+01,216.8340668
7579,Hit,2,48,85,3.8299E+01,346.4403131
7580,Hit,2,25,83,3.8918E+01,230.6350899
7581,Hit,2,51,107,4.2895E+01,501.166097
7582,Hit,2,49,118,4.9890E+01,87.8623435
7583,Hit,2,19,84,3.2778E+01,92.51568315
7584,Hit,2,44,97,2.8769E+01,301.6215284
7585,Hit,2,46,112,3.6377E+01,51.20028236
7586,Hit,2,34,119,4.1473E+01,366.8843721
7587,Hit,2,35,99,3.1043E+01,243.3133018
7588,Hit,2,42,82,3.2295E+01,137.3787977
7589,Hit,2,21,110,4.1869E+01,448.2334547
7590,Hit,2,44,102,4.2221E+01,476.6461798
7591,Hit,2,51,95,5.0002E+01,396.0040237
7592,Hit,2,74,97,4.4512E+01,384.6847462
7593,Hit,2,36,87,2.2370E+01,406.2236282
7594,Hit,2,42,100,3.2413E+01,91.44256515
7595,Hit,2,42,94,4.0740E+01,236.5739075
7596,Hit,2,56,91,2.2624E+01,323.3301788
7597,Hit,2,41,121,3.4096E+01,148.8145933
7598,Hit,2,55,105,3.6416E+01,311.7607564
7599,Hit,2,31,98,3.8932E+01,232.982955
7600,Hit,2,18,107,3.5804E+01,163.3337906
7601,Hit,2,57,102,3.4063E+01,408.6834874
7602,Hit,2,32,82,2.2232E+01,407.8767894
7603,Hit,2,44,105,2.8531E+01,438.6090221
7604,Hit,2,21,83,4.5225E+01,179.0252164
7605,Hit,2,41,121,3.4309E+01,346.4958465
7606,Hit,2,37,101,2.7314E+01,481.6928783
7607,Hit,2,28,116,3.0833E+01,377.1142709
7608,Hit,2,15,85,1.5776E+01,300.9560422
7609,Hit,2,24,88,3.5981E+01,683.7722146
7610,Hit,2,45,105,2.7317E+01,89.29801967
7611,Hit,2,28,127,4.2051E+01,437.7581366
7612,Hit,2,46,87,2.5434E+01,19.47465431
7613,Hit,2,50,93,2.6352E+01,400.4180576
7614,Hit,2,37,73,3.8339E+01,177.0579052
7615,Hit,2,37,106,3.4694E+01,588.4701489
7616,Hit,2,17,91,3.7357E+01,286.4068968
7617,Hit,2,43,79,2.5543E+01,557.4527436
7618,Hit,2,39,85,2.2529E+01,213.209688
7619,Hit,2,30,103,4.2814E+01,316.915011
7620,Hit,2,64,60,3.7356E+01,397.3111788
7621,Hit,2,22,101,5.0205E+01,208.4113157
7622,Hit,2,71,106,4.4271E+01,147.9985486
7623,Hit,2,3,98,3.4894E+01,111.6023269
7624,Hit,2,28,91,5.0898E+01,203.8294613
7625,Hit,2,42,83,3.9719E+01,413.2487774
7626,Hit,2,62,83,4.7667E+01,252.2598146
7627,Hit,2,42,116,3.3007E+01,265.8153184
7628,Hit,2,37,91,3.8835E+01,486.6694718
7629,Hit,2,50,128,4.0399E+01,509.938073
7630,Hit,2,39,117,2.0552E+01,176.3037357
7631,Hit,2,27,125,4.8880E+01,131.6108163
7632,Hit,2,78,108,4.7273E+01,548.3068213
7633,Hit,2,46,88,2.0989E+01,194.2157582
7634,Hit,2,23,115,1.9960E+01,145.1393876
7635,Hit,2,81,105,4.0374E+01,389.9101739
7636,Hit,2,51,96,3.1032E+01,115.8533419
7637,Hit,2,59,87,3.6224E+01,603.0050219
7638,Hit,2,52,115,4.1518E+01,350.8060463
7639,Hit,2,64,115,4.0909E+01,326.9879505
7640,Hit,2,16,92,4.0650E+01,93.38726672
7641,Hit,2,65,110,2.9276E+01,442.073701
7642,Hit,2,50,81,4.1413E+01,390.992122
7643,Hit,2,48,104,2.9859E+01,365.0786547
7644,Hit,2,51,97,2.6061E+01,446.8265052
7645,Hit,2,38,103,4.6060E+01,313.9899919
7646,Hit,2,23,98,5.3112E+01,543.2860764
7647,Hit,2,47,109,2.9968E+01,124.8796586
7648,Hit,2,24,111,4.4127E+01,446.1973615
7649,Hit,2,54,118,2.8736E+01,254.2745399
7650,Hit,2,81,87,3.5336E+01,283.3787098
7651,Hit,2,77,117,3.2321E+01,183.3694883
7652,Hit,2,70,132,3.2160E+01,387.5853811
7653,Hit,2,14,114,4.5437E+01,178.5223669
7654,Hit,2,26,115,1.8825E+01,261.5249373
7655,Hit,2,73,117,4.1476E+01,296.4553601
7656,Hit,2,34,88,2.6418E+01,353.0487101
7657,Hit,2,34,118,4.4879E+01,248.8743069
7658,Hit,2,43,112,2.8131E+01,197.4493406
7659,Hit,2,51,113,4.0743E+01,511.6694742
7660,Hit,2,56,112,1.9015E+01,94.11840481
7661,Hit,2,33,100,3.7112E+01,251.3506117
7662,Hit,2,40,80,3.0792E+01,240.4650527
7663,Hit,2,59,109,3.4395E+01,214.8664106
7664,Hit,2,35,115,2.5483E+01,486.3576376
7665,Hit,2,68,114,4.7518E+01,471.6993374
7666,Hit,2,35,102,3.2075E+01,258.7879435
7667,Hit,2,54,121,2.2377E+01,284.7251014
7668,Hit,2,34,95,2.7612E+01,259.5597148
7669,Hit,2,36,91,2.2417E+01,460.469041
7670,Hit,2,55,130,3.5929E+01,311.7281891
7671,Hit,2,55,106,3.0775E+01,464.1007749
7672,Hit,2,45,83,3.4035E+01,511.8667922
7673,Hit,2,60,104,3.2951E+01,215.4643543
7674,Hit,2,46,104,3.5053E+01,119.6046819
7675,Hit,2,45,118,3.7136E+01,390.7920755
7676,Hit,2,65,112,3.4457E+01,480.1848591
7677,Hit,2,31,65,2.7993E+01,436.0670447
7678,Hit,2,54,72,4.6765E+01,237.5277408
7679,Hit,2,63,110,3.7501E+01,286.1631365
7680,Hit,2,81,89,3.2769E+01,174.308689
7681,Hit,2,61,87,2.3933E+01,250.4617768
7682,Hit,2,27,110,4.0928E+01,417.0695015
7683,Hit,2,37,111,3.4347E+01,470.1135141
7684,Hit,2,10,79,3.9593E+01,531.0369492
7685,Hit,2,22,113,2.5244E+01,303.2423226
7686,Hit,2,43,99,2.2692E+01,387.2341557
7687,Hit,2,57,117,5.0225E+01,261.762131
7688,Hit,2,30,109,2.9885E+01,7.63224779
7689,Hit,2,39,105,1.9772E+01,643.5317634
7690,Hit,2,4,70,4.7931E+01,412.9101743
7691,Hit,2,51,95,2.3635E+01,130.376561
7692,Hit,2,63,92,2.4919E+01,568.44008
7693,Hit,2,38,121,4.9517E+01,287.2465309
7694,Hit,2,30,99,2.8428E+01,439.9638812
7695,Hit,2,19,97,2.2115E+01,323.9524034
7696,Hit,2,62,98,3.2558E+01,145.9984615
7697,Hit,2,54,120,3.3205E+01,493.0451978
7698,Hit,2,45,85,2.2938E+01,286.7578072
7699,Hit,2,45,100,2.8056E+01,375.6697228
7700,Hit,2,30,104,4.1159E+01,244.0637882
7701,Hit,2,39,106,4.1781E+01,347.5674435
7702,Hit,2,59,108,4.3300E+01,261.0782636
7703,Hit,2,56,93,2.9744E+01,299.8849374
7704,Hit,2,75,93,4.1559E+01,275.1118018
7705,Hit,2,65,83,3.3108E+01,244.8406599
7706,Hit,2,44,109,4.6012E+01,386.1888703
7707,Hit,2,42,116,5.9522E+01,144.1797088
7708,Hit,2,66,120,2.7378E+01,334.1692759
7709,Hit,2,47,109,3.1285E+01,187.7935577
7710,Hit,2,41,80,2.1806E+01,221.2947036
7711,Hit,2,37,89,3.3590E+01,372.640727
7712,Hit,2,28,118,4.3109E+01,188.1635224
7713,Hit,2,67,112,3.1104E+01,349.4325341
7714,Hit,2,80,78,2.8756E+01,383.3480543
7715,Hit,2,42,126,3.3157E+01,577.8517449
7716,Hit,2,41,91,4.2086E+01,268.4488861
7717,Hit,2,51,88,3.3630E+01,558.3815083
7718,Hit,2,37,122,3.2654E+01,142.1236279
7719,Hit,2,21,109,3.6238E+01,402.2568826
7720,Hit,2,47,100,4.9732E+01,577.5339652
7721,Hit,2,34,99,2.8512E+01,270.3002368
7722,Hit,2,60,71,2.2364E+01,157.9495716
7723,Hit,2,21,116,4.6210E+01,279.2718263
7724,Hit,2,42,131,3.4381E+01,500.3197707
7725,Hit,2,71,107,3.3868E+01,422.0741147
7726,Hit,2,63,72,2.5840E+01,160.6192524
7727,Hit,2,30,100,5.5082E+01,179.4321347
7728,Hit,2,65,85,2.4842E+01,186.4531496
7729,Hit,2,50,108,4.8646E+01,226.4172816
7730,Hit,2,76,97,3.2262E+01,123.0842706
7731,Hit,2,57,108,4.0591E+01,192.1652962
7732,Hit,2,56,85,3.6401E+01,191.5211351
7733,Hit,2,53,132,1.8204E+01,77.11975673
7734,Hit,2,39,111,3.8472E+01,302.1337964
7735,Hit,2,35,82,4.5522E+01,8.63505842
7736,Hit,2,19,127,4.1297E+01,815.5222444
7737,Hit,2,42,103,3.8893E+01,164.8051764
7738,Hit,2,23,116,4.0472E+01,298.208807
7739,Hit,2,69,77,2.6287E+01,242.8104432
7740,Hit,2,35,95,4.1408E+01,-1.39998992
7741,Hit,2,35,104,4.6603E+01,200.2819164
7742,Hit,2,72,89,3.5230E+01,274.7902122
7743,Hit,2,44,109,4.4192E+01,179.0261833
7744,Hit,2,30,99,2.6967E+01,223.3065895
7745,Hit,2,55,90,3.8929E+01,347.7671323
7746,Hit,2,21,105,3.3390E+01,305.953474
7747,Hit,2,69,100,3.8825E+01,290.0340837
7748,Hit,2,45,105,2.5819E+01,280.8486171
7749,Hit,2,63,114,3.1293E+01,281.2259251
7750,Hit,2,49,69,4.3205E+01,368.9839424
7751,Hit,2,55,115,4.0344E+01,424.4335753
7752,Hit,2,17,105,5.1962E+01,329.7197828
7753,Hit,2,37,114,4.9727E+01,185.3890382
7754,Hit,2,40,80,2.3103E+01,381.8037226
7755,Hit,2,52,99,2.9219E+01,298.7743728
7756,Hit,2,33,93,5.2484E+01,364.8044482
7757,Hit,2,24,95,3.7067E+01,288.3193914
7758,Hit,2,45,117,2.8055E+01,117.2995573
7759,Hit,2,16,130,5.0164E+01,376.5880721
7760,Hit,2,42,117,3.4409E+01,142.4024702
7761,Hit,2,60,135,4.8425E+01,407.4854788
7762,Hit,2,32,97,2.8643E+01,33.93625886
7763,Hit,2,42,100,3.2394E+01,155.0104927
7764,Hit,2,63,109,3.6841E+01,472.259472
7765,Hit,2,60,80,3.5236E+01,571.2649661
7766,Hit,2,50,81,4.1980E+01,419.4095436
7767,Hit,2,24,119,4.2314E+01,360.1639136
7768,Hit,2,36,102,4.2081E+01,405.6119404
7769,Hit,2,63,118,3.8833E+01,78.34103922
7770,Hit,2,27,90,3.3670E+01,250.8228957
7771,Hit,2,6,78,3.1640E+01,230.5428049
7772,Hit,2,25,118,8.0540E+00,281.4918967
7773,Hit,2,27,83,2.3253E+01,576.889065
7774,Hit,2,49,100,2.5425E+01,362.7964666
7775,Hit,2,54,82,3.1135E+01,519.903101
7776,Hit,2,29,77,3.6153E+01,298.7126869
7777,Hit,2,55,99,3.4704E+01,273.7263246
7778,Hit,2,30,90,4.6228E+01,145.9157221
7779,Hit,2,44,76,2.9756E+01,178.7386681
7780,Hit,2,47,129,3.1487E+01,555.3418614
7781,Hit,2,46,125,4.2598E+01,356.4435922
7782,Hit,2,31,107,4.4845E+01,553.2790893
7783,Hit,2,41,108,4.0532E+01,219.9961333
7784,Hit,2,46,103,3.4565E+01,620.584268
7785,Hit,2,20,114,2.6758E+01,56.81416687
7786,Hit,2,35,89,2.8370E+01,237.0596417
7787,Hit,2,32,106,4.5460E+01,193.8006138
7788,Hit,2,40,122,2.9674E+01,322.7788759
7789,Hit,2,43,101,4.3646E+01,546.5357721
7790,Hit,2,36,97,4.1275E+01,246.1750993
7791,Hit,2,58,84,4.5399E+01,384.9721577
7792,Hit,2,49,101,4.0485E+01,216.2159589
7793,Hit,2,29,108,3.2494E+01,397.6819869
7794,Hit,2,19,88,3.4356E+01,218.9878525
7795,Hit,2,35,103,3.7228E+01,432.4793763
7796,Hit,2,48,100,1.3896E+01,174.2659466
7797,Hit,2,40,79,2.9419E+01,269.1710917
7798,Hit,2,47,112,3.0409E+01,215.3636723
7799,Hit,2,41,51,2.7630E+01,339.6882081
7800,Hit,2,25,108,3.3331E+01,282.547924
7801,Hit,2,35,99,3.4161E+01,539.4141374
7802,Hit,2,59,109,2.9555E+01,463.3346105
7803,Hit,2,42,132,5.3095E+01,180.7901626
7804,Hit,2,64,86,3.8286E+01,534.7691398
7805,Hit,2,20,68,3.3529E+01,335.0605449
7806,Hit,2,32,92,3.9393E+01,386.9562492
7807,Hit,2,32,117,3.1904E+01,271.8014545
7808,Hit,2,28,124,3.2193E+01,423.0722355
7809,Hit,2,52,112,2.5606E+01,253.8092755
7810,Hit,2,29,98,2.3961E+01,253.6198839
7811,Hit,2,43,79,4.6130E+01,276.5643428
7812,Hit,2,22,110,1.8238E+01,121.5481549
7813,Hit,2,35,89,4.3397E+01,527.8125689
7814,Hit,2,44,115,5.2514E+01,463.2977552
7815,Hit,2,34,99,4.3230E+01,89.00993418
7816,Hit,2,35,92,2.8561E+01,203.9887551
7817,Hit,2,43,92,3.2400E+01,442.5949181
7818,Hit,2,36,113,2.9527E+01,290.9890509
7819,Hit,2,44,104,3.3376E+01,445.7744318
7820,Hit,2,26,83,3.6049E+01,555.9638933
7821,Hit,2,56,107,2.5034E+01,218.8133384
7822,Hit,2,41,120,3.2014E+01,283.4301127
7823,Hit,2,50,111,2.4720E+01,438.1419295
7824,Hit,2,57,82,3.3664E+01,178.4408163
7825,Hit,2,38,99,4.3454E+01,198.905804
7826,Hit,2,18,101,4.6748E+01,284.9326994
7827,Hit,2,52,100,2.8059E+01,354.0643758
7828,Hit,2,62,89,3.6632E+01,332.0048389
7829,Hit,2,59,113,2.4811E+01,177.9465904
7830,Hit,2,36,82,2.8234E+01,76.37995365
7831,Hit,2,44,82,4.2172E+01,513.7584784
7832,Hit,2,68,104,3.9691E+01,-58.45344309
7833,Hit,2,45,91,3.5491E+01,472.5750564
7834,Hit,2,48,99,4.6871E+01,344.4220541
7835,Hit,2,19,98,3.5025E+01,92.00539346
7836,Hit,2,42,102,3.7397E+01,255.2257387
7837,Hit,2,27,92,3.1080E+01,294.3094273
7838,Hit,2,65,116,5.4246E+01,17.63288515
7839,Hit,2,60,109,3.9140E+01,253.8224204
7840,Hit,2,55,115,5.3373E+01,359.716593
7841,Hit,2,47,82,3.7297E+01,179.81143
7842,Hit,2,68,68,3.0846E+01,563.4788958
7843,Hit,2,43,97,2.2727E+01,289.3986669
7844,Hit,2,26,81,2.0426E+01,177.5123157
7845,Hit,2,44,132,4.4979E+01,382.3129991
7846,Hit,2,28,87,4.4983E+01,110.3638064
7847,Hit,2,32,116,3.5796E+01,270.0400364
7848,Hit,2,51,98,3.5704E+01,249.6934696
7849,Hit,2,34,109,4.2550E+01,272.5748008
7850,Hit,2,39,87,3.9729E+01,482.0054404
7851,Hit,2,35,110,3.9254E+01,291.6264309
7852,Hit,2,19,128,5.6469E+01,244.9069676
7853,Hit,2,17,68,4.6077E+01,244.3620395
7854,Hit,2,58,111,4.6503E+01,222.9132501
7855,Hit,2,46,100,3.0939E+01,344.1081351
7856,Hit,2,28,92,4.7631E+01,203.4532946
7857,Hit,2,18,109,3.8464E+01,389.0360598
7858,Hit,2,36,67,3.5586E+01,605.6855448
7859,Hit,2,68,100,2.9734E+01,457.7190207
7860,Hit,2,4,112,5.1963E+01,480.6594172
7861,Hit,2,47,109,4.6306E+01,0.61129563
7862,Hit,2,22,94,2.5862E+01,390.9961996
7863,Hit,2,62,76,4.2850E+01,286.9356626
7864,Hit,2,53,110,2.7739E+01,94.72812219
7865,Hit,2,35,105,4.0652E+01,94.61705685
7866,Hit,2,66,112,4.2883E+01,196.7161869
7867,Hit,2,32,69,2.1063E+01,207.298146
7868,Hit,2,42,108,3.0190E+01,324.6793971
7869,Hit,2,49,102,2.6162E+01,260.6451105
7870,Hit,2,47,99,2.9029E+01,337.2099007
7871,Hit,2,48,116,4.4514E+01,169.6364979
7872,Hit,2,34,125,5.0153E+01,365.0098134
7873,Hit,2,64,105,4.2994E+01,405.6489757
7874,Hit,2,96,74,3.3645E+01,153.2093827
7875,Hit,2,49,105,3.3595E+01,610.3141964
7876,Hit,2,44,97,4.2229E+01,438.3834081
7877,Hit,2,38,96,4.2084E+01,241.1261279
7878,Hit,2,62,111,3.9504E+01,226.896845
7879,Hit,2,27,98,2.4917E+01,224.6348213
7880,Hit,2,40,118,2.4713E+01,474.9695324
7881,Hit,2,43,100,3.9455E+01,159.0407578
7882,Hit,2,8,118,2.4857E+01,263.8784283
7883,Hit,2,59,125,1.9865E+01,380.0958114
7884,Hit,2,38,143,2.7562E+01,467.3247608
7885,Hit,2,2,113,3.2456E+01,407.3703829
7886,Hit,2,15,101,2.2245E+01,367.8428393
7887,Hit,2,59,99,4.0073E+01,443.9268895
7888,Hit,2,45,109,3.8495E+01,344.3627193
7889,Hit,2,32,91,2.1611E+01,-76.4215139
7890,Hit,2,25,86,2.5072E+01,198.3263915
7891,Hit,2,30,111,4.6051E+01,526.1629387
7892,Hit,2,58,97,4.2200E+01,150.3752113
7893,Hit,2,40,102,3.0006E+01,79.04788966
7894,Hit,2,54,126,3.7589E+01,221.412143
7895,Hit,2,40,101,3.9320E+01,490.7258629
7896,Hit,2,46,98,3.5973E+01,383.4130874
7897,Hit,2,33,104,3.6844E+01,456.4491967
7898,Hit,2,80,128,2.0283E+01,229.4095865
7899,Hit,2,25,82,3.6921E+01,108.6046585
7900,Hit,2,74,101,2.2967E+01,343.6984217
7901,Hit,2,31,87,2.2891E+01,342.5423295
7902,Hit,2,60,107,2.7707E+01,331.5089572
7903,Hit,2,38,110,2.4815E+01,229.7911609
7904,Hit,2,37,116,1.7630E+01,118.2458476
7905,Hit,2,53,97,3.9747E+01,370.6594882
7906,Hit,2,31,85,5.3265E+01,311.9005792
7907,Hit,2,56,112,5.7316E+01,115.8357945
7908,Hit,2,63,104,2.8483E+01,467.1120175
7909,Hit,2,33,79,4.1097E+01,329.7437964
7910,Hit,2,17,86,2.0237E+01,315.284683
7911,Hit,2,21,99,5.4176E+01,185.7900999
7912,Hit,2,30,129,3.9853E+01,556.0071816
7913,Hit,2,8,88,4.5561E+01,327.9734011
7914,Hit,2,41,92,3.3836E+01,271.9973267
7915,Hit,2,41,117,5.6547E+01,5.82698762
7916,Hit,2,27,113,4.2251E+01,359.0487837
7917,Hit,2,61,106,1.5827E+01,125.4567786
7918,Hit,2,69,105,1.1485E+01,-137.4935912
7919,Hit,2,39,111,2.9172E+01,115.1284942
7920,Hit,2,27,119,3.5044E+01,138.5465984
7921,Hit,2,47,106,3.4061E+01,519.7681534
7922,Hit,2,75,120,3.9577E+01,333.9477806
7923,Hit,2,4,100,3.1942E+01,147.5099731
7924,Hit,2,71,105,2.6145E+01,472.1651503
7925,Hit,2,37,127,1.2657E+01,273.5411737
7926,Hit,2,38,110,1.4143E+01,155.8296182
7927,Hit,2,46,111,2.9111E+01,395.7571384
7928,Hit,2,37,105,3.8512E+01,262.4495986
7929,Hit,2,59,109,2.3399E+01,289.7884983
7930,Hit,2,40,102,2.4441E+01,396.7123604
7931,Hit,2,51,108,4.1823E+01,83.41109591
7932,Hit,2,39,118,4.3148E+01,326.7025043
7933,Hit,2,70,106,3.9349E+01,328.505277
7934,Hit,2,34,133,2.9601E+01,199.8476906
7935,Hit,2,38,80,4.2176E+01,234.7306543
7936,Hit,2,60,129,2.3515E+01,203.0033086
7937,Hit,2,23,79,3.9926E+01,235.002942
7938,Hit,2,66,97,3.5663E+01,141.1197668
7939,Hit,2,73,104,3.9305E+01,303.7562411
7940,Hit,2,15,88,5.0827E+01,447.7296482
7941,Hit,2,18,91,3.8471E+01,612.6326319
7942,Hit,2,24,95,2.6498E+01,347.1161424
7943,Hit,2,64,109,2.8394E+01,367.1749446
7944,Hit,2,39,105,3.2528E+01,173.1437202
7945,Hit,2,55,68,3.9052E+01,152.14255
7946,Hit,2,36,116,2.1595E+01,114.0309439
7947,Hit,2,12,97,5.1932E+01,231.2883462
7948,Hit,2,29,100,5.3827E+01,262.505663
7949,Hit,2,37,87,3.5407E+01,247.7858632
7950,Hit,2,47,99,3.5856E+01,359.9288583
7951,Hit,2,56,99,2.3501E+01,311.6718904
7952,Hit,2,17,87,3.1209E+01,206.9289478
7953,Hit,2,24,123,3.3297E+01,447.5157043
7954,Hit,2,30,85,5.5796E+01,404.3313002
7955,Hit,2,59,85,2.3383E+01,-76.63961895
7956,Hit,2,76,84,4.2124E+01,135.7009791
7957,Hit,2,45,89,3.1016E+01,634.6010183
7958,Hit,2,34,99,4.2883E+01,205.4614267
7959,Hit,2,35,106,3.7116E+01,248.971294
7960,Hit,2,80,131,4.7827E+01,121.8006585
7961,Hit,2,48,85,1.4910E+01,410.3940314
7962,Hit,2,45,115,3.5172E+01,300.2291552
7963,Hit,2,48,60,4.2141E+01,257.6584545
7964,Hit,2,47,75,3.4949E+01,214.3986102
7965,Hit,2,19,103,3.4752E+01,-18.77752786
7966,Hit,2,6,74,3.2057E+01,102.8812217
7967,Hit,2,54,98,2.9919E+01,150.5069606
7968,Hit,2,41,119,4.2424E+01,272.0819393
7969,Hit,2,51,78,4.1412E+01,12.55146287
7970,Hit,2,45,92,5.0084E+01,65.36832779
7971,Hit,2,44,112,2.8987E+01,588.6854711
7972,Hit,2,20,95,2.4821E+01,480.3095969
7973,Hit,2,34,128,3.3569E+01,298.5704331
7974,Hit,2,38,75,2.5129E+01,542.7616395
7975,Hit,2,61,94,3.0588E+01,188.814983
7976,Hit,2,18,78,3.5770E+01,117.0660825
7977,Hit,2,60,86,3.4490E+01,267.8832046
7978,Hit,2,35,94,3.9410E+01,293.5244529
7979,Hit,2,21,98,2.6962E+01,211.4631919
7980,Hit,2,42,104,4.1243E+01,428.2568788
7981,Hit,2,49,81,3.3609E+01,369.4859442
7982,Hit,2,60,96,3.2234E+01,138.7017357
7983,Hit,2,22,105,1.6019E+01,291.850994
7984,Hit,2,71,120,4.2892E+01,537.6896219
7985,Hit,2,62,102,4.0951E+01,562.3918034
7986,Hit,2,55,98,4.9286E+01,41.94042869
7987,Hit,2,52,84,2.9701E+01,383.8648849
7988,Hit,2,28,94,3.1431E+01,479.9108103
7989,Hit,2,20,95,2.9416E+01,343.5272057
7990,Hit,2,46,98,4.5550E+01,217.6210392
7991,Hit,2,1,107,3.2016E+01,602.7426103
7992,Hit,2,21,123,4.4010E+01,446.3520297
7993,Hit,2,48,74,3.8702E+01,387.0700495
7994,Hit,2,60,119,3.6975E+01,50.2554352
7995,Hit,2,57,125,5.2253E+01,497.2365392
7996,Hit,2,40,101,4.8395E+01,167.709662
7997,Hit,2,49,80,2.8679E+01,318.6112137
7998,Hit,2,24,84,2.6970E+01,315.1866954
7999,Hit,2,58,81,3.8418E+01,220.8983822
8000,Hit,2,55,89,2.7522E+01,197.4777632
8001,Hit,2,53,96,3.1578E+01,193.5707257
8002,Hit,2,71,79,2.7214E+01,233.6415128
8003,Hit,2,70,80,3.0093E+01,313.5414304
8004,Hit,2,13,120,4.3088E+01,461.9745639
8005,Hit,2,39,100,4.9547E+01,373.2125211
8006,Hit,2,31,91,4.5435E+01,260.0660465
8007,Hit,2,46,119,4.3252E+01,259.9463106
8008,Hit,2,21,106,1.6179E+01,393.5695602
8009,Hit,2,22,108,4.5021E+01,171.441941
8010,Hit,2,30,102,2.5929E+01,388.6133661
8011,Hit,2,37,85,4.4540E+01,549.7462206
8012,Hit,2,53,93,3.2068E+01,67.99243823
8013,Hit,2,52,80,4.6774E+01,369.0316221
8014,Hit,2,26,100,3.1527E+01,377.0588881
8015,Hit,2,43,113,2.3720E+01,386.255123
8016,Hit,2,70,106,4.5000E+01,187.206327
8017,Hit,2,24,119,4.2101E+01,230.2694729
8018,Hit,2,38,92,5.3009E+01,257.0552262
8019,Hit,2,47,117,2.5199E+01,354.8992903
8020,Hit,2,38,104,2.4844E+01,495.8967567
8021,Hit,2,37,105,3.0357E+01,365.5250187
8022,Hit,2,29,105,4.3880E+01,507.2973129
8023,Hit,2,65,107,3.5981E+01,120.925816
8024,Hit,2,29,103,1.0815E+01,76.86065351
8025,Hit,2,41,106,3.7951E+01,514.9201061
8026,Hit,2,38,96,2.3225E+01,427.9499579
8027,Hit,2,5,99,5.0787E+01,254.1216512
8028,Hit,2,59,99,3.0628E+01,289.3179241
8029,Hit,2,47,101,3.9772E+01,217.1031634
8030,Hit,2,31,82,4.9524E+01,266.6820146
8031,Hit,2,35,69,3.1982E+01,141.9007427
8032,Hit,2,31,77,2.4585E+01,494.9330508
8033,Hit,2,40,118,4.3216E+01,291.8662437
8034,Hit,2,33,85,2.9930E+01,498.9461273
8035,Hit,2,56,81,3.4042E+01,175.276499
8036,Hit,2,42,93,2.8876E+01,384.6555638
8037,Hit,2,38,96,2.8885E+01,129.6519749
8038,Hit,2,47,90,5.0261E+01,398.1072038
8039,Hit,2,29,108,3.2478E+01,400.426755
8040,Hit,2,32,97,4.4433E+01,375.8627352
8041,Hit,2,22,76,2.5707E+01,471.0909861
8042,Hit,2,33,97,1.3143E+01,157.2186881
8043,Hit,2,77,75,3.7241E+01,373.4787108
8044,Hit,2,54,101,4.2149E+01,279.3932061
8045,Hit,2,21,103,5.0402E+01,183.6920645
8046,Hit,2,45,95,3.8581E+01,369.1137004
