Facility Id,Hospital Name,Indicator Name,Year,Infections observed,Infections predicted,Denominator,Indicator value,Indicator Lower confidence limit,Indicator Upper confidence limit,Indicator units,Comparison results,Location 1
0058,United Health Services Hospitals Inc. - Wilson Medical Center,SSI Hip,2010,1,2.42,221,0.5,0.01,2.54,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2010 average,"(42.11483, -75.95707)"
0058,United Health Services Hospitals Inc. - Wilson Medical Center,SSI Overall Standardized Infection Ratio,2010,13,13.76,,0.94,0.5,1.62,,Not significantly different than NYS 2010 average,"(42.11483, -75.95707)"
0058,United Health Services Hospitals Inc. - Wilson Medical Center,CDI Community Onset,2010,29,,9839,0.29,0.2,0.42,"# comm. onset (not my hospital) per 100 admissions, not risk-adjusted",Not compared,"(42.11483, -75.95707)"
0058,United Health Services Hospitals Inc. - Wilson Medical Center,CLABSI Neonatal ICU Level 2/3,2009,5,0.57,169,33.14,10.76,77.35,# CLABSI per 1000 line days,Significantly higher than NYS 2009 average,"(42.11483, -75.95707)"
0058,United Health Services Hospitals Inc. - Wilson Medical Center,SSI CABG chest site,2009,5,4.87,245,2.3,0.75,5.42,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2009 average,"(42.11483, -75.95707)"
0058,United Health Services Hospitals Inc. - Wilson Medical Center,SSI CABG donor site,2009,3,1.25,208,2.1,0.43,6.15,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2009 average,"(42.11483, -75.95707)"
0058,United Health Services Hospitals Inc. - Wilson Medical Center,SSI Colon,2009,8,7.74,170,5,2.17,9.91,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2009 average,"(42.11483, -75.95707)"
0058,United Health Services Hospitals Inc. - Wilson Medical Center,SSI Hip,2009,2,2.39,225,1,0.12,3.44,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2009 average,"(42.11483, -75.95707)"
0058,United Health Services Hospitals Inc. - Wilson Medical Center,SSI Overall Standardized Infection Ratio,2009,18,16.25,,1.11,0.66,1.75,,Not significantly different than NYS 2009 average,"(42.11483, -75.95707)"
0058,United Health Services Hospitals Inc. - Wilson Medical Center,CLABSI Overall Standardized Infection Ratio,2009,7,8.43,,0.83,0.33,1.71,,Not significantly different than NYS 2009 average,"(42.11483, -75.95707)"
0058,United Health Services Hospitals Inc. - Wilson Medical Center,CLABSI Medical Surgical ICU Nonteaching,2009,1,1.23,655,1.5,0.04,8.51,# CLABSI per 1000 line days,Not significantly different than NYS 2009 average,"(42.11483, -75.95707)"
0058,United Health Services Hospitals Inc. - Wilson Medical Center,CLABSI Coronary ICU,2009,1,3.84,2071,0.5,0.01,2.69,# CLABSI per 1000 line days,Not significantly different than NYS 2009 average,"(42.11483, -75.95707)"
0058,United Health Services Hospitals Inc. - Wilson Medical Center,CLABSI Cardiothoracic ICU,2009,0,2.79,2254,0,0,1.33,# CLABSI per 1000 line days,Not significantly different than NYS 2009 average,"(42.11483, -75.95707)"
0058,United Health Services Hospitals Inc. - Wilson Medical Center,SSI Overall Standardized Infection Ratio,2008,11,15.88,,0.69,0.35,1.24,,Not significantly different than NYS 2008 average,"(42.11483, -75.95707)"
0058,United Health Services Hospitals Inc. - Wilson Medical Center,SSI Hip,2008,4,2.2,211,2,0.56,5.22,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2008 average,"(42.11483, -75.95707)"
0058,United Health Services Hospitals Inc. - Wilson Medical Center,SSI Colon,2008,2,7.65,181,1.2,0.14,4.19,"# SSI per 100 procedures, risk-adjusted",Significantly lower than NYS 2008 average,"(42.11483, -75.95707)"
0058,United Health Services Hospitals Inc. - Wilson Medical Center,SSI CABG donor site,2008,2,1.69,187,1.2,0.14,4.23,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2008 average,"(42.11483, -75.95707)"
0058,United Health Services Hospitals Inc. - Wilson Medical Center,SSI CABG chest site,2008,3,4.34,204,1.5,0.31,4.35,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2008 average,"(42.11483, -75.95707)"
0058,United Health Services Hospitals Inc. - Wilson Medical Center,CLABSI Cardiothoracic ICU,2008,2,3.35,2353,0.8,0.1,3.07,# CLABSI per 1000 line days,Not significantly different than NYS 2008 average,"(42.11483, -75.95707)"
0058,United Health Services Hospitals Inc. - Wilson Medical Center,CLABSI Overall Standardized Infection Ratio,2008,3,9.78,,0.31,0.06,0.9,,Significantly lower than NYS 2008 average,"(42.11483, -75.95707)"
0058,United Health Services Hospitals Inc. - Wilson Medical Center,CLABSI Neonatal ICU Level 2/3,2008,0,0.29,95,0,0,49.46,# CLABSI per 1000 line days,Not significantly different than NYS 2008 average,"(42.11483, -75.95707)"
0058,United Health Services Hospitals Inc. - Wilson Medical Center,CLABSI Medical Surgical ICU Nonteaching,2008,1,1.7,804,1.2,0.03,6.93,# CLABSI per 1000 line days,Not significantly different than NYS 2008 average,"(42.11483, -75.95707)"
0058,United Health Services Hospitals Inc. - Wilson Medical Center,CLABSI Coronary ICU,2008,0,4.43,2049,0,0,1.46,# CLABSI per 1000 line days,Significantly lower than NYS 2008 average,"(42.11483, -75.95707)"
0066,Olean General Hospital,SSI Overall Standardized Infection Ratio,2012,7,5.2,,1.35,0.54,2.78,,Not significantly different than NYS 2012 average,"(42.090368, -78.426638)"
0066,Olean General Hospital,SSI Hysterectomy,2012,2,1.29,94,2.5,0.31,9.15,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2012 average,"(42.090368, -78.426638)"
0066,Olean General Hospital,SSI Hip,2012,0,0.79,69,0,0,3.94,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2012 average,"(42.090368, -78.426638)"
0066,Olean General Hospital,SSI Colon,2012,5,3.12,69,7.3,2.36,17,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2012 average,"(42.090368, -78.426638)"
0066,Olean General Hospital,CLABSI Overall Standardized Infection Ratio,2012,0,0.73,,0,0,4.08,,Not significantly different than NYS 2012 average,"(42.090368, -78.426638)"
0066,Olean General Hospital,CLABSI Medical Surgical ICU Nonteaching,2012,0,0.73,770,0,0,3.89,# CLABSI per 1000 line days,Not significantly different than NYS 2012 average,"(42.090368, -78.426638)"
0066,Olean General Hospital,CDI Hospital Onset,2012,25,,30271,8.26,5.34,12.19,"# hospital onset cases per 10,000 patient days, not risk-adjusted",Not compared due to change in lab test method,"(42.090368, -78.426638)"
0066,Olean General Hospital,CDI Hospital Associated,2012,39,,30271,12.88,9.16,17.61,"# hospital associated per 10,000 patient days, not risk-adjusted",Not compared,"(42.090368, -78.426638)"
0066,Olean General Hospital,CDI Community Onset,2012,30,,6138,0.49,0.33,0.7,"# comm. onset (not my hospital) per 100 admissions, not risk-adjusted",Not compared,"(42.090368, -78.426638)"
0066,Olean General Hospital,SSI Hip,2011,1,0.87,66,1.3,0.03,7.44,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(42.090368, -78.426638)"
0066,Olean General Hospital,CLABSI Overall Standardized Infection Ratio,2011,0,1.11,,0,0,2.7,,Not significantly different than NYS 2011 average,"(42.090368, -78.426638)"
0066,Olean General Hospital,CLABSI Medical Surgical ICU Nonteaching,2011,0,1.11,865,0,0,3.46,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(42.090368, -78.426638)"
0066,Olean General Hospital,CDI Hospital Onset,2011,15,,35382,4.24,2.37,6.99,"# hospital onset cases per 10,000 patient days, not risk-adjusted",Not significantly different than Hospital 2010 rate,"(42.090368, -78.426638)"
0066,Olean General Hospital,CDI Hospital Associated,2011,23,,35382,6.5,4.12,9.75,"# hospital associated per 10,000 patient days, not risk-adjusted",Not compared,"(42.090368, -78.426638)"
0066,Olean General Hospital,CDI Community Onset,2011,10,,6657,0.15,0.07,0.28,"# comm. onset (not my hospital) per 100 admissions, not risk-adjusted",Not compared,"(42.090368, -78.426638)"
0066,Olean General Hospital,SSI Overall Standardized Infection Ratio,2011,5,4.18,,1.2,0.39,2.79,,Not significantly different than NYS 2011 average,"(42.090368, -78.426638)"
0066,Olean General Hospital,SSI Colon,2011,4,3.31,67,6,1.63,15.3,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(42.090368, -78.426638)"
0066,Olean General Hospital,SSI Hip,2010,0,1.02,77,0,0,3.24,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2010 average,"(42.090368, -78.426638)"
0066,Olean General Hospital,CDI Community Onset,2010,18,,6489,0.28,0.16,0.44,"# comm. onset (not my hospital) per 100 admissions, not risk-adjusted",Not compared,"(42.090368, -78.426638)"
0066,Olean General Hospital,CDI Hospital Associated,2010,17,,32778,5.19,3.02,8.3,"# hospital associated per 10,000 patient days, not risk-adjusted",Not compared,"(42.090368, -78.426638)"
0066,Olean General Hospital,CDI Hospital Onset,2010,10,,32778,3.05,1.46,5.61,"# hospital onset cases per 10,000 patient days, not risk-adjusted",Not compared,"(42.090368, -78.426638)"
0066,Olean General Hospital,CLABSI Medical Surgical ICU Nonteaching,2010,0,1.12,807,0,0,3.71,# CLABSI per 1000 line days,Not significantly different than NYS 2010 average,"(42.090368, -78.426638)"
0066,Olean General Hospital,CLABSI Overall Standardized Infection Ratio,2010,0,1.12,,0,0,2.66,,Not significantly different than NYS 2010 average,"(42.090368, -78.426638)"
0066,Olean General Hospital,SSI Colon,2010,5,2.64,55,9,2.92,21.02,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2010 average,"(42.090368, -78.426638)"
0066,Olean General Hospital,SSI Overall Standardized Infection Ratio,2010,5,3.66,,1.37,0.44,3.19,,Not significantly different than NYS 2010 average,"(42.090368, -78.426638)"
0066,Olean General Hospital,SSI Hip,2009,1,0.88,69,1.3,0.03,7.23,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2009 average,"(42.090368, -78.426638)"
0066,Olean General Hospital,SSI Overall Standardized Infection Ratio,2009,4,4.03,,0.99,0.27,2.54,,Not significantly different than NYS 2009 average,"(42.090368, -78.426638)"
0066,Olean General Hospital,CLABSI Medical Surgical ICU Nonteaching,2009,1,1.52,808,1.2,0.03,6.9,# CLABSI per 1000 line days,Not significantly different than NYS 2009 average,"(42.090368, -78.426638)"
0066,Olean General Hospital,CLABSI Overall Standardized Infection Ratio,2009,1,1.52,,0.66,0.02,3.66,,Not significantly different than NYS 2009 average,"(42.090368, -78.426638)"
0066,Olean General Hospital,SSI Colon,2009,3,3.15,64,4.6,0.95,13.53,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2009 average,"(42.090368, -78.426638)"
0066,Olean General Hospital,SSI Colon,2008,2,3.21,71,2.8,0.33,9.99,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2008 average,"(42.090368, -78.426638)"
0066,Olean General Hospital,CLABSI Overall Standardized Infection Ratio,2008,0,1.78,,0,0,1.68,,Not significantly different than NYS 2008 average,"(42.090368, -78.426638)"
0066,Olean General Hospital,CLABSI Medical Surgical ICU Nonteaching,2008,0,1.78,843,0,0,3.55,# CLABSI per 1000 line days,Not significantly different than NYS 2008 average,"(42.090368, -78.426638)"
0066,Olean General Hospital,SSI Overall Standardized Infection Ratio,2008,2,4.48,,0.45,0.05,1.61,,Not significantly different than NYS 2008 average,"(42.090368, -78.426638)"
0066,Olean General Hospital,SSI Hip,2008,0,1.27,85,0,0,2.64,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2008 average,"(42.090368, -78.426638)"
0085,Auburn Community Hospital,SSI Colon,2012,0,1.54,33,0,0,8.82,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2012 average,"(42.940822, -76.564361)"
0085,Auburn Community Hospital,SSI Hip,2012,0,0.55,48,0,0,5.72,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2012 average,"(42.940822, -76.564361)"
0085,Auburn Community Hospital,SSI Hysterectomy,2012,,,,,,,"# SSI per 100 procedures, risk-adjusted","Not compared, less than 20 procedures","(42.940822, -76.564361)"
0085,Auburn Community Hospital,SSI Overall Standardized Infection Ratio,2012,0,2.25,,0,0,1.33,,Not significantly different than NYS 2012 average,"(42.940822, -76.564361)"
0085,Auburn Community Hospital,CLABSI Overall Standardized Infection Ratio,2012,0,0.66,,0,0,4.57,,Not significantly different than NYS 2012 average,"(42.940822, -76.564361)"
0085,Auburn Community Hospital,CLABSI Medical Surgical ICU Nonteaching,2012,0,0.66,688,0,0,4.35,# CLABSI per 1000 line days,Not significantly different than NYS 2012 average,"(42.940822, -76.564361)"
0085,Auburn Community Hospital,CDI Hospital Onset,2012,12,,26924,4.46,2.3,7.79,"# hospital onset cases per 10,000 patient days, not risk-adjusted",Not compared due to change in lab test method,"(42.940822, -76.564361)"
0085,Auburn Community Hospital,CDI Hospital Associated,2012,20,,26924,7.43,4.54,11.47,"# hospital associated per 10,000 patient days, not risk-adjusted",Not compared,"(42.940822, -76.564361)"
0085,Auburn Community Hospital,CDI Community Onset,2012,23,,5358,0.43,0.27,0.64,"# comm. onset (not my hospital) per 100 admissions, not risk-adjusted",Not compared,"(42.940822, -76.564361)"
0085,Auburn Community Hospital,SSI Overall Standardized Infection Ratio,2011,0,3.08,,0,0,0.97,,Significantly lower than NYS 2011 average,"(42.940822, -76.564361)"
0085,Auburn Community Hospital,CLABSI Overall Standardized Infection Ratio,2011,0,0.83,,0,0,3.6,,Not significantly different than NYS 2011 average,"(42.940822, -76.564361)"
0085,Auburn Community Hospital,CLABSI Medical Surgical ICU Nonteaching,2011,0,0.83,648,0,0,4.62,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(42.940822, -76.564361)"
0085,Auburn Community Hospital,CDI Hospital Onset,2011,8,,29785,2.69,1.16,5.29,"# hospital onset cases per 10,000 patient days, not risk-adjusted",Not significantly different than Hospital 2010 rate,"(42.940822, -76.564361)"
0085,Auburn Community Hospital,SSI Colon,2011,0,2.47,47,0,0,6.01,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(42.940822, -76.564361)"
0085,Auburn Community Hospital,SSI Hip,2011,0,0.61,44,0,0,5.7,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(42.940822, -76.564361)"
0085,Auburn Community Hospital,CDI Hospital Associated,2011,15,,29785,5.04,2.82,8.31,"# hospital associated per 10,000 patient days, not risk-adjusted",Not compared,"(42.940822, -76.564361)"
0085,Auburn Community Hospital,CDI Community Onset,2011,12,,5343,0.22,0.12,0.39,"# comm. onset (not my hospital) per 100 admissions, not risk-adjusted",Not compared,"(42.940822, -76.564361)"
0085,Auburn Community Hospital,SSI Overall Standardized Infection Ratio,2010,0,2.66,,0,0,1.13,,Not significantly different than NYS 2010 average,"(42.940822, -76.564361)"
0085,Auburn Community Hospital,CDI Community Onset,2010,10,,5173,0.19,0.09,0.36,"# comm. onset (not my hospital) per 100 admissions, not risk-adjusted",Not compared,"(42.940822, -76.564361)"
0085,Auburn Community Hospital,CDI Hospital Associated,2010,20,,26989,7.41,4.53,11.44,"# hospital associated per 10,000 patient days, not risk-adjusted",Not compared,"(42.940822, -76.564361)"
0085,Auburn Community Hospital,CDI Hospital Onset,2010,14,,26989,5.19,2.84,8.7,"# hospital onset cases per 10,000 patient days, not risk-adjusted",Not compared,"(42.940822, -76.564361)"
0085,Auburn Community Hospital,CLABSI Medical Surgical ICU Nonteaching,2010,0,0.99,707,0,0,4.24,# CLABSI per 1000 line days,Not significantly different than NYS 2010 average,"(42.940822, -76.564361)"
0085,Auburn Community Hospital,CLABSI Overall Standardized Infection Ratio,2010,0,0.99,,0,0,3.04,,Not significantly different than NYS 2010 average,"(42.940822, -76.564361)"
0085,Auburn Community Hospital,SSI Colon,2010,0,2.28,50,0,0,6.25,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2010 average,"(42.940822, -76.564361)"
0085,Auburn Community Hospital,SSI Hip,2010,0,0.38,33,0,0,8.7,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2010 average,"(42.940822, -76.564361)"
0085,Auburn Community Hospital,SSI Hip,2009,0,0.69,48,0,0,4.93,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2009 average,"(42.940822, -76.564361)"
0085,Auburn Community Hospital,SSI Overall Standardized Infection Ratio,2009,2,2.32,,0.86,0.1,3.11,,Not significantly different than NYS 2009 average,"(42.940822, -76.564361)"
0085,Auburn Community Hospital,SSI Colon,2009,2,1.63,35,6,0.72,21.59,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2009 average,"(42.940822, -76.564361)"
0085,Auburn Community Hospital,CLABSI Overall Standardized Infection Ratio,2009,0,0.72,,0,0,4.14,,Not significantly different than NYS 2009 average,"(42.940822, -76.564361)"
0085,Auburn Community Hospital,CLABSI Medical Surgical ICU Nonteaching,2009,0,0.72,384,0,0,7.8,# CLABSI per 1000 line days,Not significantly different than NYS 2009 average,"(42.940822, -76.564361)"
0085,Auburn Community Hospital,CLABSI Medical Surgical ICU Nonteaching,2008,0,0.55,260,0,0,11.52,# CLABSI per 1000 line days,Not significantly different than NYS 2008 average,"(42.940822, -76.564361)"
0085,Auburn Community Hospital,SSI Overall Standardized Infection Ratio,2008,1,2.78,,0.36,0.01,2.01,,Not significantly different than NYS 2008 average,"(42.940822, -76.564361)"
0085,Auburn Community Hospital,SSI Hip,2008,1,0.85,50,1.3,0.03,7.33,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2008 average,"(42.940822, -76.564361)"
0085,Auburn Community Hospital,SSI Colon,2008,0,1.93,44,0,0,6.9,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2008 average,"(42.940822, -76.564361)"
0085,Auburn Community Hospital,CLABSI Overall Standardized Infection Ratio,2008,0,0.55,,0,0,5.45,,Not significantly different than NYS 2008 average,"(42.940822, -76.564361)"
0098,Brooks Memorial Hospital,CLABSI Overall Standardized Infection Ratio,2012,0,0.33,,0,0,9.11,,Not significantly different than NYS 2012 average,"(42.480775, -79.333874)"
0098,Brooks Memorial Hospital,SSI Colon,2012,0,0.94,21,0,0,14.43,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2012 average,"(42.480775, -79.333874)"
0098,Brooks Memorial Hospital,SSI Hip,2012,0,0.6,78,0,0,5.17,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2012 average,"(42.480775, -79.333874)"
0098,Brooks Memorial Hospital,SSI Hysterectomy,2012,0,0.36,25,0,0,13.66,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2012 average,"(42.480775, -79.333874)"
0098,Brooks Memorial Hospital,SSI Overall Standardized Infection Ratio,2012,0,1.9,,0,0,1.57,,Not significantly different than NYS 2012 average,"(42.480775, -79.333874)"
0098,Brooks Memorial Hospital,CDI Community Onset,2012,7,,2602,0.27,0.11,0.55,"# comm. onset (not my hospital) per 100 admissions, not risk-adjusted",Not compared,"(42.480775, -79.333874)"
0098,Brooks Memorial Hospital,CDI Hospital Associated,2012,4,,11051,3.62,0.99,9.27,"# hospital associated per 10,000 patient days, not risk-adjusted",Not compared,"(42.480775, -79.333874)"
0098,Brooks Memorial Hospital,CDI Hospital Onset,2012,1,,11051,0.9,0.02,5.04,"# hospital onset cases per 10,000 patient days, not risk-adjusted",Not significantly different than Hospital 2011 rate,"(42.480775, -79.333874)"
0098,Brooks Memorial Hospital,CLABSI Medical Surgical ICU Nonteaching,2012,0,0.33,345,0,0,8.68,# CLABSI per 1000 line days,Not significantly different than NYS 2012 average,"(42.480775, -79.333874)"
0098,Brooks Memorial Hospital,CLABSI Medical Surgical ICU Nonteaching,2011,0,0.31,243,0,0,12.33,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(42.480775, -79.333874)"
0098,Brooks Memorial Hospital,CDI Community Onset,2011,6,,2683,0.22,0.08,0.49,"# comm. onset (not my hospital) per 100 admissions, not risk-adjusted",Not compared,"(42.480775, -79.333874)"
0098,Brooks Memorial Hospital,CDI Hospital Associated,2011,8,,10976,7.29,3.15,14.36,"# hospital associated per 10,000 patient days, not risk-adjusted",Not compared,"(42.480775, -79.333874)"
0098,Brooks Memorial Hospital,CDI Hospital Onset,2011,6,,10976,5.47,2.01,11.9,"# hospital onset cases per 10,000 patient days, not risk-adjusted",Not significantly different than Hospital 2010 rate,"(42.480775, -79.333874)"
0098,Brooks Memorial Hospital,CLABSI Overall Standardized Infection Ratio,2011,0,0.31,,0,0,9.6,,Not significantly different than NYS 2011 average,"(42.480775, -79.333874)"
0098,Brooks Memorial Hospital,SSI Colon,2011,0,1.06,22,0,0,14.02,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(42.480775, -79.333874)"
0098,Brooks Memorial Hospital,SSI Hip,2011,1,0.85,93,1.4,0.03,7.56,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(42.480775, -79.333874)"
0098,Brooks Memorial Hospital,SSI Overall Standardized Infection Ratio,2011,1,1.91,,0.52,0.01,2.92,,Not significantly different than NYS 2011 average,"(42.480775, -79.333874)"
0098,Brooks Memorial Hospital,CDI Hospital Associated,2010,5,,10984,4.55,1.48,10.62,"# hospital associated per 10,000 patient days, not risk-adjusted",Not compared,"(42.480775, -79.333874)"
0098,Brooks Memorial Hospital,CDI Community Onset,2010,5,,3020,0.17,0.05,0.39,"# comm. onset (not my hospital) per 100 admissions, not risk-adjusted",Not compared,"(42.480775, -79.333874)"
0098,Brooks Memorial Hospital,SSI Hip,2010,2,0.96,96,2.3,0.28,8.31,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2010 average,"(42.480775, -79.333874)"
0098,Brooks Memorial Hospital,SSI Colon,2010,3,1.01,22,14.2,2.93,41.46,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2010 average,"(42.480775, -79.333874)"
0098,Brooks Memorial Hospital,CLABSI Overall Standardized Infection Ratio,2010,0,0.23,,0,0,13.19,,Not significantly different than NYS 2010 average,"(42.480775, -79.333874)"
0098,Brooks Memorial Hospital,CLABSI Medical Surgical ICU Nonteaching,2010,0,0.23,163,0,0,18.38,# CLABSI per 1000 line days,Not significantly different than NYS 2010 average,"(42.480775, -79.333874)"
0098,Brooks Memorial Hospital,SSI Overall Standardized Infection Ratio,2010,5,1.96,,2.54,0.83,5.94,,Not significantly different than NYS 2010 average,"(42.480775, -79.333874)"
0098,Brooks Memorial Hospital,CDI Hospital Onset,2010,4,,10984,3.64,0.99,9.32,"# hospital onset cases per 10,000 patient days, not risk-adjusted",Not compared,"(42.480775, -79.333874)"
0098,Brooks Memorial Hospital,SSI Overall Standardized Infection Ratio,2009,0,1.36,,0,0,2.2,,Not significantly different than NYS 2009 average,"(42.480775, -79.333874)"
0098,Brooks Memorial Hospital,SSI Hip,2009,0,0.84,96,0,0,4.09,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2009 average,"(42.480775, -79.333874)"
0098,Brooks Memorial Hospital,SSI Colon,2009,,,,,,,"# SSI per 100 procedures, risk-adjusted","Not compared, less than 20 procedures","(42.480775, -79.333874)"
0098,Brooks Memorial Hospital,CLABSI Overall Standardized Infection Ratio,2009,0,0.5,,0,0,5.94,,Not significantly different than NYS 2009 average,"(42.480775, -79.333874)"
0098,Brooks Memorial Hospital,CLABSI Medical Surgical ICU Nonteaching,2009,0,0.5,268,0,0,11.18,# CLABSI per 1000 line days,Not significantly different than NYS 2009 average,"(42.480775, -79.333874)"
0098,Brooks Memorial Hospital,SSI Overall Standardized Infection Ratio,2008,3,1.47,,2.04,0.42,5.97,,Not significantly different than NYS 2008 average,"(42.480775, -79.333874)"
0098,Brooks Memorial Hospital,SSI Hip,2008,2,0.66,75,3.4,0.41,12.26,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2008 average,"(42.480775, -79.333874)"
0098,Brooks Memorial Hospital,SSI Colon,2008,1,0.81,20,5.5,0.14,30.56,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2008 average,"(42.480775, -79.333874)"
0098,Brooks Memorial Hospital,CLABSI Overall Standardized Infection Ratio,2008,0,0.92,,0,0,3.25,,Not significantly different than NYS 2008 average,"(42.480775, -79.333874)"
0098,Brooks Memorial Hospital,CLABSI Medical Surgical ICU Nonteaching,2008,0,0.92,436,0,0,6.87,# CLABSI per 1000 line days,Not significantly different than NYS 2008 average,"(42.480775, -79.333874)"
0103,Woman's Christian Association,SSI Overall Standardized Infection Ratio,2012,8,3.06,,2.61,1.13,5.15,,Significantly higher than NYS 2012 average,"(42.091579, -79.232941)"
0103,Woman's Christian Association,SSI Hysterectomy,2012,,,,,,,"# SSI per 100 procedures, risk-adjusted","Not compared, less than 20 procedures","(42.091579, -79.232941)"
0103,Woman's Christian Association,SSI Hip,2012,3,1.13,93,2.8,0.57,8.09,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2012 average,"(42.091579, -79.232941)"
0103,Woman's Christian Association,SSI Colon,2012,5,1.85,47,12.3,3.98,28.6,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2012 average,"(42.091579, -79.232941)"
0103,Woman's Christian Association,CLABSI Overall Standardized Infection Ratio,2012,2,0.85,,2.36,0.29,8.54,,Not significantly different than NYS 2012 average,"(42.091579, -79.232941)"
0103,Woman's Christian Association,CLABSI Medical Surgical ICU Nonteaching,2012,2,0.85,888,2.3,0.27,8.14,# CLABSI per 1000 line days,Not significantly different than NYS 2012 average,"(42.091579, -79.232941)"
0103,Woman's Christian Association,CDI Hospital Onset,2012,8,,27852,2.87,1.24,5.66,"# hospital onset cases per 10,000 patient days, not risk-adjusted",Significantly lower than Hospital 2011 rate,"(42.091579, -79.232941)"
0103,Woman's Christian Association,CDI Hospital Associated,2012,11,,27852,3.95,1.97,7.07,"# hospital associated per 10,000 patient days, not risk-adjusted",Not compared,"(42.091579, -79.232941)"
0103,Woman's Christian Association,CDI Community Onset,2012,12,,5798,0.21,0.11,0.36,"# comm. onset (not my hospital) per 100 admissions, not risk-adjusted",Not compared,"(42.091579, -79.232941)"
0103,Woman's Christian Association,SSI Overall Standardized Infection Ratio,2011,3,3.38,,0.89,0.18,2.6,,Not significantly different than NYS 2011 average,"(42.091579, -79.232941)"
0103,Woman's Christian Association,CDI Community Onset,2011,32,,5795,0.55,0.38,0.78,"# comm. onset (not my hospital) per 100 admissions, not risk-adjusted",Not compared,"(42.091579, -79.232941)"
0103,Woman's Christian Association,CDI Hospital Associated,2011,44,,27114,16.23,11.79,21.79,"# hospital associated per 10,000 patient days, not risk-adjusted",Not compared,"(42.091579, -79.232941)"
0103,Woman's Christian Association,CDI Hospital Onset,2011,23,,27114,8.48,5.38,12.73,"# hospital onset cases per 10,000 patient days, not risk-adjusted",Not significantly different than Hospital 2010 rate,"(42.091579, -79.232941)"
0103,Woman's Christian Association,CLABSI Medical Surgical ICU Nonteaching,2011,3,1.28,999,3,0.62,8.78,# CLABSI per 1000 line days,Not significantly different than NYS 2011 average,"(42.091579, -79.232941)"
0103,Woman's Christian Association,CLABSI Overall Standardized Infection Ratio,2011,3,1.28,,2.34,0.48,6.83,,Not significantly different than NYS 2011 average,"(42.091579, -79.232941)"
0103,Woman's Christian Association,SSI Colon,2011,2,2.28,49,4.3,0.53,15.69,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(42.091579, -79.232941)"
0103,Woman's Christian Association,SSI Hip,2011,1,1.1,76,1.1,0.03,5.87,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2011 average,"(42.091579, -79.232941)"
0103,Woman's Christian Association,SSI Colon,2010,4,3.09,71,6.1,1.68,15.74,"# SSI per 100 procedures, risk-adjusted",Not significantly different than NYS 2010 average,"(42.091579, -79.232941)"
